wild_strain	dist_exp	domain	n_tx	dist_gene	n_variants	n_swept_chr	genotype	cv_dist_exp	cv_dist_exp_x	cv_dist_exp_y	cv_dist_gene	cv_dist_gene_x	cv_dist_gene_y
CX11271	121.49095492895	All	22268	172.673101553195	851105	3	swept	NA	NA	NA	NA	NA	NA
CX11276	96.8729335666747	All	22268	186.163906276163	851105	3	swept	NA	NA	NA	NA	NA	NA
CX11285	129.998552079835	All	22268	213.326041542049	851105	2	swept	NA	NA	NA	NA	NA	NA
CX11292	109.524811183653	All	22268	158.050624801043	851105	4	swept	NA	NA	NA	NA	NA	NA
CX11307	121.921656490573	All	22268	214.785939949523	851105	2	swept	NA	NA	NA	NA	NA	NA
CX11314	123.737801813732	All	22268	186.76188047886	851105	4	swept	NA	NA	NA	NA	NA	NA
CX11315	126.721696717974	All	22268	185.270073136489	851105	3	swept	NA	NA	NA	NA	NA	NA
DL200	113.689227340595	All	22268	194.296165685275	851105	3	swept	NA	NA	NA	NA	NA	NA
DL226	110.970586454007	All	22268	183.847763108502	851105	3	swept	NA	NA	NA	NA	NA	NA
DL238	117.082380836665	All	22268	272.798460406213	851105	0	divergent	NA	NA	NA	NA	NA	NA
ECA189	130.5174655721	All	22268	251.763778173112	851105	0	divergent	NA	NA	NA	NA	NA	NA
ECA348	143.063997557817	All	22268	227.98026230356	851105	0	divergent	NA	NA	NA	NA	NA	NA
ECA349	144.169608382377	All	22268	194.435079139542	851105	3	swept	NA	NA	NA	NA	NA	NA
ECA363	173.471364222455	All	22268	420.403377721921	851105	0	divergent	NA	NA	NA	NA	NA	NA
ECA372	112.559024200011	All	22268	231.723973727364	851105	0	divergent	NA	NA	NA	NA	NA	NA
ECA592	142.640503295968	All	22268	226.375793758962	851105	1	swept	NA	NA	NA	NA	NA	NA
ECA594	141.702117036055	All	22268	235.495222881484	851105	1	swept	NA	NA	NA	NA	NA	NA
ECA703	137.069951803737	All	22268	275.992753528059	851105	0	divergent	NA	NA	NA	NA	NA	NA
ECA705	123.26392452618	All	22268	245.464865102931	851105	0	divergent	NA	NA	NA	NA	NA	NA
ECA710	137.527845918107	All	22268	248.57996701263	851105	0	divergent	NA	NA	NA	NA	NA	NA
ECA738	122.019684223856	All	22268	248.7307781518	851105	0	divergent	NA	NA	NA	NA	NA	NA
ECA743	129.482766858898	All	22268	247.368146696376	851105	0	divergent	NA	NA	NA	NA	NA	NA
ECA745	135.511251950761	All	22268	403.403024282169	851105	0	divergent	NA	NA	NA	NA	NA	NA
ECA777	130.988562458095	All	22268	244.558786388876	851105	0	divergent	NA	NA	NA	NA	NA	NA
ECA812	167.436987864303	All	22268	247.293348070667	851105	0	divergent	NA	NA	NA	NA	NA	NA
ECA923	118.246027900341	All	22268	211.135027885001	851105	2	swept	NA	NA	NA	NA	NA	NA
ED3005	95.7892316438432	All	22268	185.615193343648	851105	2	swept	NA	NA	NA	NA	NA	NA
ED3012	149.427320710992	All	22268	114.31972708155	851105	4	swept	NA	NA	NA	NA	NA	NA
ED3017	110.114879098908	All	22268	172.706168234623	851105	4	swept	NA	NA	NA	NA	NA	NA
ED3040	114.147833566661	All	22268	178.213355279564	851105	3	swept	NA	NA	NA	NA	NA	NA
ED3048	108.06274371604	All	22268	165.731710906513	851105	4	swept	NA	NA	NA	NA	NA	NA
ED3049	128.931011187622	All	22268	202.58825237412	851105	0	divergent	NA	NA	NA	NA	NA	NA
ED3052	110.946144450348	All	22268	179.435225081365	851105	3	swept	NA	NA	NA	NA	NA	NA
ED3073	90.7950077908725	All	22268	175.559106855782	851105	4	swept	NA	NA	NA	NA	NA	NA
ED3077	106.864579490504	All	22268	184.604983681373	851105	4	swept	NA	NA	NA	NA	NA	NA
EG4347	91.6198503445271	All	22268	121.433180497475	851105	3	swept	NA	NA	NA	NA	NA	NA
EG4724	148.423322058629	All	22268	210.686971595303	851105	2	swept	NA	NA	NA	NA	NA	NA
EG4946	129.391762689031	All	22268	145.921211617777	851105	4	swept	NA	NA	NA	NA	NA	NA
GXW1	126.427459124366	All	22268	180.124956627337	851105	3	swept	NA	NA	NA	NA	NA	NA
JT11398	105.586772561936	All	22268	155.733747145569	851105	3	swept	NA	NA	NA	NA	NA	NA
JU1088	107.008291409787	All	22268	178.493697367722	851105	3	swept	NA	NA	NA	NA	NA	NA
JU1172	102.737244984561	All	22268	173.588594095349	851105	4	swept	NA	NA	NA	NA	NA	NA
JU1200	105.448470617225	All	22268	76.4787552199956	851105	4	swept	NA	NA	NA	NA	NA	NA
JU1212	113.552788884556	All	22268	168.837199692485	851105	1	swept	NA	NA	NA	NA	NA	NA
JU1213	122.852130987791	All	22268	200.890517446693	851105	2	swept	NA	NA	NA	NA	NA	NA
JU1242	125.506170145129	All	22268	193.55361014458	851105	3	swept	NA	NA	NA	NA	NA	NA
JU1246	114.447905211043	All	22268	187.92019582791	851105	1	swept	NA	NA	NA	NA	NA	NA
JU1395	120.609924156733	All	22268	133.480335630384	851105	4	swept	NA	NA	NA	NA	NA	NA
JU1409	102.427757143214	All	22268	170.979530938648	851105	4	swept	NA	NA	NA	NA	NA	NA
JU1440	124.587626833695	All	22268	164.271117363948	851105	4	swept	NA	NA	NA	NA	NA	NA
JU1491	124.338144900396	All	22268	194.789630114131	851105	2	swept	NA	NA	NA	NA	NA	NA
JU1530	161.932797858847	All	22268	166.162570995998	851105	3	swept	NA	NA	NA	NA	NA	NA
JU1543	135.464908432833	All	22268	118.063542213505	851105	4	swept	NA	NA	NA	NA	NA	NA
JU1568	97.3886285872198	All	22268	86.9310071263413	851105	4	swept	NA	NA	NA	NA	NA	NA
JU1581	111.744484233208	All	22268	193.447667341842	851105	1	swept	NA	NA	NA	NA	NA	NA
JU1586	151.587083778954	All	22268	96.4261375354214	851105	4	swept	NA	NA	NA	NA	NA	NA
JU1652	114.74926597764	All	22268	193.52519215854	851105	3	swept	NA	NA	NA	NA	NA	NA
JU1666	102.464612242342	All	22268	201.767192575998	851105	2	swept	NA	NA	NA	NA	NA	NA
JU1792	125.048070732976	All	22268	148.546289081889	851105	3	swept	NA	NA	NA	NA	NA	NA
JU1793	134.705697852806	All	22268	232.557519766616	851105	1	swept	NA	NA	NA	NA	NA	NA
JU1808	146.694054391637	All	22268	165.740761431822	851105	2	swept	NA	NA	NA	NA	NA	NA
JU1896	118.579364454703	All	22268	174.106289375197	851105	2	swept	NA	NA	NA	NA	NA	NA
JU1934	123.763143397976	All	22268	181.763582711169	851105	2	swept	NA	NA	NA	NA	NA	NA
JU2001	110.167028964391	All	22268	224.535075210979	851105	2	swept	NA	NA	NA	NA	NA	NA
JU2007	106.498873510626	All	22268	181.810340740014	851105	3	swept	NA	NA	NA	NA	NA	NA
JU2016	118.02838486521	All	22268	160.82599292403	851105	4	swept	NA	NA	NA	NA	NA	NA
JU2017	99.1684800564688	All	22268	198.396068509434	851105	2	swept	NA	NA	NA	NA	NA	NA
JU2106	122.874679762891	All	22268	217.533905403273	851105	1	swept	NA	NA	NA	NA	NA	NA
JU2131	148.306314202732	All	22268	204.355083127384	851105	2	swept	NA	NA	NA	NA	NA	NA
JU2141	156.742483769492	All	22268	183.420282411733	851105	2	swept	NA	NA	NA	NA	NA	NA
JU2234	154.207397209579	All	22268	176.861527755473	851105	3	swept	NA	NA	NA	NA	NA	NA
JU2250	96.4705980812816	All	22268	197.770068513918	851105	2	swept	NA	NA	NA	NA	NA	NA
JU2257	93.9022297775446	All	22268	105.408728291352	851105	2	swept	NA	NA	NA	NA	NA	NA
JU2464	111.313661713413	All	22268	186.927793546064	851105	4	swept	NA	NA	NA	NA	NA	NA
JU2466	122.865184217032	All	22268	165.939748101532	851105	4	swept	NA	NA	NA	NA	NA	NA
JU2478	100.724272436872	All	22268	171.219157806596	851105	3	swept	NA	NA	NA	NA	NA	NA
JU2513	95.9760199066122	All	22268	181.513084927781	851105	4	swept	NA	NA	NA	NA	NA	NA
JU2519	115.726814837407	All	22268	253.780773595157	851105	1	swept	NA	NA	NA	NA	NA	NA
JU2522	113.179985626919	All	22268	206.794584068345	851105	1	swept	NA	NA	NA	NA	NA	NA
JU2526	147.982891626632	All	22268	300.564468957992	851105	0	divergent	NA	NA	NA	NA	NA	NA
JU2534	98.5598683729255	All	22268	159.662143290136	851105	3	swept	NA	NA	NA	NA	NA	NA
JU2565	130.556079812684	All	22268	96.8607247546703	851105	2	swept	NA	NA	NA	NA	NA	NA
JU2566	115.190134130119	All	22268	131.164019456557	851105	3	swept	NA	NA	NA	NA	NA	NA
JU2570	145.716558015678	All	22268	196.6799430547	851105	2	swept	NA	NA	NA	NA	NA	NA
JU2572	121.282724619811	All	22268	153.03594349041	851105	3	swept	NA	NA	NA	NA	NA	NA
JU2575	137.739272599846	All	22268	119.256027101359	851105	3	swept	NA	NA	NA	NA	NA	NA
JU2576	152.82585927027	All	22268	194.876884211545	851105	1	swept	NA	NA	NA	NA	NA	NA
JU2578	121.270481592115	All	22268	179.173100659669	851105	3	swept	NA	NA	NA	NA	NA	NA
JU2581	137.431135851243	All	22268	203.012314897397	851105	2	swept	NA	NA	NA	NA	NA	NA
JU2586	115.143908025724	All	22268	204.968290230465	851105	2	swept	NA	NA	NA	NA	NA	NA
JU2592	123.340638544395	All	22268	146.212174595688	851105	3	swept	NA	NA	NA	NA	NA	NA
JU2600	130.770164521826	All	22268	190.302390946619	851105	2	swept	NA	NA	NA	NA	NA	NA
JU2610	154.9644135639	All	22268	191.439285414462	851105	2	swept	NA	NA	NA	NA	NA	NA
JU2619	106.956232476782	All	22268	189.131029629369	851105	3	swept	NA	NA	NA	NA	NA	NA
JU2811	123.23520625244	All	22268	217.772817403826	851105	2	swept	NA	NA	NA	NA	NA	NA
JU2838	125.935077918231	All	22268	208.858803980105	851105	2	swept	NA	NA	NA	NA	NA	NA
JU2841	131.345965153589	All	22268	205.019511266611	851105	3	swept	NA	NA	NA	NA	NA	NA
JU2853	115.185571988316	All	22268	133.820775666561	851105	3	swept	NA	NA	NA	NA	NA	NA
JU2862	120.511980740932	All	22268	175.561954876334	851105	3	swept	NA	NA	NA	NA	NA	NA
JU2866	147.662013696599	All	22268	196.155665756412	851105	3	swept	NA	NA	NA	NA	NA	NA
JU2879	132.281360490121	All	22268	230.475595237327	851105	2	swept	NA	NA	NA	NA	NA	NA
JU2906	121.493000744414	All	22268	141.354165131417	851105	4	swept	NA	NA	NA	NA	NA	NA
JU2907	89.1786245977982	All	22268	97.8110423214066	851105	3	swept	NA	NA	NA	NA	NA	NA
JU310	106.953909901506	All	22268	166.676333053016	851105	3	swept	NA	NA	NA	NA	NA	NA
JU311	127.15263914723	All	22268	143.728911496609	851105	2	swept	NA	NA	NA	NA	NA	NA
JU3128	116.411523492717	All	22268	164.457840602173	851105	3	swept	NA	NA	NA	NA	NA	NA
JU3132	135.988478421647	All	22268	187.904230926289	851105	2	swept	NA	NA	NA	NA	NA	NA
JU3134	100.90060476012	All	22268	179.808231179777	851105	2	swept	NA	NA	NA	NA	NA	NA
JU3140	172.129673230332	All	22268	198.668181583982	851105	2	swept	NA	NA	NA	NA	NA	NA
JU3144	122.795470045842	All	22268	205.514351993293	851105	4	swept	NA	NA	NA	NA	NA	NA
JU323	124.148052472804	All	22268	169.82343772283	851105	3	swept	NA	NA	NA	NA	NA	NA
JU346	102.885265093696	All	22268	177.04015158823	851105	2	swept	NA	NA	NA	NA	NA	NA
JU360	120.242424103415	All	22268	185.744448100071	851105	3	swept	NA	NA	NA	NA	NA	NA
JU367	89.588081894874	All	22268	100.588269693837	851105	3	swept	NA	NA	NA	NA	NA	NA
JU394	107.930699185029	All	22268	130.537350976646	851105	2	swept	NA	NA	NA	NA	NA	NA
JU397	145.722506997192	All	22268	180.864590232583	851105	2	swept	NA	NA	NA	NA	NA	NA
JU406	97.8979730673488	All	22268	119.557517538631	851105	2	swept	NA	NA	NA	NA	NA	NA
JU440	99.7144243032533	All	22268	125.709983692625	851105	4	swept	NA	NA	NA	NA	NA	NA
JU642	120.990376540992	All	22268	172.299158442518	851105	3	swept	NA	NA	NA	NA	NA	NA
JU774	137.79562866409	All	22268	197.818098262014	851105	4	swept	NA	NA	NA	NA	NA	NA
JU775	118.511404890511	All	22268	278.127668526524	851105	1	swept	NA	NA	NA	NA	NA	NA
JU778	117.684508686231	All	22268	207.829256843208	851105	2	swept	NA	NA	NA	NA	NA	NA
JU782	112.92333882492	All	22268	234.273344621192	851105	2	swept	NA	NA	NA	NA	NA	NA
JU792	105.302743916413	All	22268	197.549993672488	851105	2	swept	NA	NA	NA	NA	NA	NA
JU830	115.472902906301	All	22268	184.122242002426	851105	3	swept	NA	NA	NA	NA	NA	NA
JU847	117.25280071673	All	22268	191.449732305898	851105	2	swept	NA	NA	NA	NA	NA	NA
KR314	111.657690076035	All	22268	188.403821617291	851105	4	swept	NA	NA	NA	NA	NA	NA
LKC34	104.376763644768	All	22268	179.836036433191	851105	2	swept	NA	NA	NA	NA	NA	NA
MY1	120.062339412202	All	22268	196.761276678111	851105	3	swept	NA	NA	NA	NA	NA	NA
MY10	114.347061276279	All	22268	212.315802520679	851105	4	swept	NA	NA	NA	NA	NA	NA
MY16	100.934353704932	All	22268	219.72482790982	851105	0	divergent	NA	NA	NA	NA	NA	NA
MY18	110.026116779089	All	22268	200.571682946522	851105	1	swept	NA	NA	NA	NA	NA	NA
MY2147	122.122870725163	All	22268	165.758860999948	851105	1	swept	NA	NA	NA	NA	NA	NA
MY2212	123.815724222109	All	22268	174.673982035104	851105	3	swept	NA	NA	NA	NA	NA	NA
MY23	107.160682077208	All	22268	254.493614851139	851105	0	divergent	NA	NA	NA	NA	NA	NA
MY2573	142.806037397287	All	22268	146.458185158768	851105	2	swept	NA	NA	NA	NA	NA	NA
MY2585	119.984149192565	All	22268	186.678868648811	851105	3	swept	NA	NA	NA	NA	NA	NA
MY2713	102.607191395988	All	22268	182.417104461177	851105	3	swept	NA	NA	NA	NA	NA	NA
MY518	115.958320882819	All	22268	179.418505177142	851105	2	swept	NA	NA	NA	NA	NA	NA
MY772	120.655494346463	All	22268	177.445766362571	851105	1	swept	NA	NA	NA	NA	NA	NA
MY795	110.921341724859	All	22268	182.956278930241	851105	2	swept	NA	NA	NA	NA	NA	NA
MY920	117.511680697122	All	22268	170.801053860917	851105	4	swept	NA	NA	NA	NA	NA	NA
NIC1	136.53915123497	All	22268	165.598913039911	851105	4	swept	NA	NA	NA	NA	NA	NA
NIC166	112.729381342522	All	22268	181.507575599477	851105	2	swept	NA	NA	NA	NA	NA	NA
NIC199	130.552859643842	All	22268	252.547025323998	851105	1	swept	NA	NA	NA	NA	NA	NA
NIC2	97.1602466401956	All	22268	97.821265581672	851105	4	swept	NA	NA	NA	NA	NA	NA
NIC207	98.453429565405	All	22268	156.834307471293	851105	4	swept	NA	NA	NA	NA	NA	NA
NIC231	114.201825078194	All	22268	177.087548969429	851105	3	swept	NA	NA	NA	NA	NA	NA
NIC236	100.073194551825	All	22268	195.238315911606	851105	1	swept	NA	NA	NA	NA	NA	NA
NIC242	91.1308543869961	All	22268	157.968351260624	851105	3	swept	NA	NA	NA	NA	NA	NA
NIC251	122.643937547703	All	22268	301.610676203612	851105	0	divergent	NA	NA	NA	NA	NA	NA
NIC252	115.456496205584	All	22268	227.820238306371	851105	0	divergent	NA	NA	NA	NA	NA	NA
NIC255	97.9379461158614	All	22268	149.853261559434	851105	4	swept	NA	NA	NA	NA	NA	NA
NIC256	138.062375969264	All	22268	233.229500706922	851105	2	swept	NA	NA	NA	NA	NA	NA
NIC258	194.059100683972	All	22268	278.619812647988	851105	1	swept	NA	NA	NA	NA	NA	NA
NIC259	110.856216743248	All	22268	185.013513019995	851105	2	swept	NA	NA	NA	NA	NA	NA
NIC260	144.405042114774	All	22268	229.604006933677	851105	3	swept	NA	NA	NA	NA	NA	NA
NIC261	126.482772523955	All	22268	249.176644170356	851105	2	swept	NA	NA	NA	NA	NA	NA
NIC265	119.039232387733	All	22268	281.2045518835	851105	0	divergent	NA	NA	NA	NA	NA	NA
NIC266	100.72177797631	All	22268	204.614271252032	851105	0	divergent	NA	NA	NA	NA	NA	NA
NIC267	119.617139270678	All	22268	182.619823677497	851105	2	swept	NA	NA	NA	NA	NA	NA
NIC268	189.041371776287	All	22268	221.560375518729	851105	0	divergent	NA	NA	NA	NA	NA	NA
NIC271	112.000384477936	All	22268	235.102105477599	851105	2	swept	NA	NA	NA	NA	NA	NA
NIC274	143.667519087895	All	22268	197.929280299808	851105	2	swept	NA	NA	NA	NA	NA	NA
NIC275	129.059127685075	All	22268	197.375277073903	851105	4	swept	NA	NA	NA	NA	NA	NA
NIC276	113.972265315096	All	22268	175.963064306121	851105	2	swept	NA	NA	NA	NA	NA	NA
NIC277	132.24910121384	All	22268	163.649014662478	851105	3	swept	NA	NA	NA	NA	NA	NA
NIC3	116.651011309324	All	22268	179.877736254379	851105	3	swept	NA	NA	NA	NA	NA	NA
NIC501	112.694913789214	All	22268	212.355833449425	851105	1	swept	NA	NA	NA	NA	NA	NA
NIC511	109.206342180047	All	22268	172.241110075382	851105	2	swept	NA	NA	NA	NA	NA	NA
NIC513	150.838990138415	All	22268	200.397105767523	851105	1	swept	NA	NA	NA	NA	NA	NA
NIC514	121.289302423092	All	22268	193.25371923976	851105	2	swept	NA	NA	NA	NA	NA	NA
NIC515	135.412959462086	All	22268	200.237359151583	851105	3	swept	NA	NA	NA	NA	NA	NA
NIC523	150.42971468613	All	22268	211.253402339465	851105	2	swept	NA	NA	NA	NA	NA	NA
NIC526	149.214260660662	All	22268	198.534631739654	851105	2	swept	NA	NA	NA	NA	NA	NA
NIC527	130.460772846057	All	22268	185.73906428105	851105	2	swept	NA	NA	NA	NA	NA	NA
NIC528	130.411638438199	All	22268	189.346243691286	851105	3	swept	NA	NA	NA	NA	NA	NA
NIC529	139.178263011966	All	22268	163.401346383682	851105	3	swept	NA	NA	NA	NA	NA	NA
PB306	124.329300104003	All	22268	217.543099178071	851105	1	swept	NA	NA	NA	NA	NA	NA
PS2025	136.07486938805	All	22268	225.479489089363	851105	1	swept	NA	NA	NA	NA	NA	NA
PX179	103.802191341203	All	22268	127.51078385768	851105	3	swept	NA	NA	NA	NA	NA	NA
QG2075	96.60354251439	All	22268	208.856410004577	851105	2	swept	NA	NA	NA	NA	NA	NA
QG556	156.395937328819	All	22268	217.609742428964	851105	1	swept	NA	NA	NA	NA	NA	NA
QW947	115.043596921873	All	22268	212.35818797494	851105	3	swept	NA	NA	NA	NA	NA	NA
QX1212	97.0123860552251	All	22268	203.386331890813	851105	4	swept	NA	NA	NA	NA	NA	NA
QX1233	148.267720380065	All	22268	184.853996440434	851105	1	swept	NA	NA	NA	NA	NA	NA
QX1791	142.488126725505	All	22268	276.405499221705	851105	0	divergent	NA	NA	NA	NA	NA	NA
QX1792	154.437134124169	All	22268	229.414472080556	851105	1	swept	NA	NA	NA	NA	NA	NA
QX1793	124.280026785317	All	22268	233.623628941937	851105	0	divergent	NA	NA	NA	NA	NA	NA
QX1794	122.28382473442	All	22268	239.701898198575	851105	0	divergent	NA	NA	NA	NA	NA	NA
RC301	121.720753137819	All	22268	176.073848143329	851105	3	swept	NA	NA	NA	NA	NA	NA
WN2050	96.5022504712512	All	22268	191.804588057742	851105	1	swept	NA	NA	NA	NA	NA	NA
XZ1513	115.378668519893	All	22268	241.242616467323	851105	0	divergent	NA	NA	NA	NA	NA	NA
XZ1515	175.190564805121	All	22268	187.791195466901	851105	1	swept	NA	NA	NA	NA	NA	NA
XZ1516	143.103391783056	All	22268	532.15787131264	851105	0	divergent	NA	NA	NA	NA	NA	NA
