wild_strain	dist_exp	domain	n_tx	dist_gene	n_variants	n_swept_chr	genotype	cv_dist_exp	cv_dist_exp_x	cv_dist_exp_y	cv_dist_gene	cv_dist_gene_x	cv_dist_gene_y
JT11398	61.0036695329476	Arm	7135	119.096599447675	404638	3	swept	NA	NA	NA	NA	NA	NA
JU1088	64.0556452394411	Arm	7135	125.506971917898	404638	3	swept	NA	NA	NA	NA	NA	NA
JU1172	62.6799379615119	Arm	7135	132.695139323187	404638	4	swept	NA	NA	NA	NA	NA	NA
JU1200	60.9244087927085	Arm	7135	42.9185274677499	404638	4	swept	NA	NA	NA	NA	NA	NA
JU1212	67.3186031816829	Arm	7135	137.829604947558	404638	1	swept	NA	NA	NA	NA	NA	NA
JU1213	73.6297054248502	Arm	7135	154.57360706149	404638	2	swept	NA	NA	NA	NA	NA	NA
JU1242	74.6898554396904	Arm	7135	144.280975876933	404638	3	swept	NA	NA	NA	NA	NA	NA
JU1246	67.9701687824719	Arm	7135	153.544781741354	404638	1	swept	NA	NA	NA	NA	NA	NA
JU1395	70.4332714108941	Arm	7135	109.370928495647	404638	4	swept	NA	NA	NA	NA	NA	NA
JU1409	60.4210976249143	Arm	7135	119.945821102696	404638	4	swept	NA	NA	NA	NA	NA	NA
JU1440	70.1530419043367	Arm	7135	118.882294728862	404638	4	swept	NA	NA	NA	NA	NA	NA
JU1491	73.1094023990897	Arm	7135	140.499110317468	404638	2	swept	NA	NA	NA	NA	NA	NA
JU1530	96.6319243484952	Arm	7135	129.649527573378	404638	3	swept	NA	NA	NA	NA	NA	NA
JU1543	77.8016625672459	Arm	7135	67.6239602507869	404638	4	swept	NA	NA	NA	NA	NA	NA
JU1568	54.7941825930714	Arm	7135	76.2102355330306	404638	4	swept	NA	NA	NA	NA	NA	NA
JU1581	66.2294808468106	Arm	7135	151.832144159266	404638	1	swept	NA	NA	NA	NA	NA	NA
JU1586	90.1877085752254	Arm	7135	71.5401984900797	404638	4	swept	NA	NA	NA	NA	NA	NA
JU1652	67.2412704651321	Arm	7135	135.80868897092	404638	3	swept	NA	NA	NA	NA	NA	NA
JU1666	62.1052881456034	Arm	7135	158.467662316322	404638	2	swept	NA	NA	NA	NA	NA	NA
JU1792	72.4081886762609	Arm	7135	116.880280629369	404638	3	swept	NA	NA	NA	NA	NA	NA
JU1793	80.2391179124086	Arm	7135	179.195424048718	404638	1	swept	NA	NA	NA	NA	NA	NA
JU1808	85.3004752049967	Arm	7135	128.499027233672	404638	2	swept	NA	NA	NA	NA	NA	NA
JU1896	68.224232013352	Arm	7135	121.412519947491	404638	2	swept	NA	NA	NA	NA	NA	NA
JU1934	73.2176085085941	Arm	7135	141.996478829582	404638	2	swept	NA	NA	NA	NA	NA	NA
JU2001	66.0349948332598	Arm	7135	165.607970822663	404638	2	swept	NA	NA	NA	NA	NA	NA
JU2007	58.6220195249709	Arm	7135	128.347185399603	404638	3	swept	NA	NA	NA	NA	NA	NA
JU2016	70.1017277476925	Arm	7135	116.344316577992	404638	4	swept	NA	NA	NA	NA	NA	NA
JU2017	60.9927769806075	Arm	7135	152.676127799994	404638	2	swept	NA	NA	NA	NA	NA	NA
JU2106	73.7557161223888	Arm	7135	161.820888639261	404638	1	swept	NA	NA	NA	NA	NA	NA
JU2131	85.3350270496334	Arm	7135	162.40997506311	404638	2	swept	NA	NA	NA	NA	NA	NA
JU2141	90.2952521395586	Arm	7135	144.42645187084	404638	2	swept	NA	NA	NA	NA	NA	NA
JU2234	88.3359658979928	Arm	7135	124.310096130604	404638	3	swept	NA	NA	NA	NA	NA	NA
JU2250	58.3287311574467	Arm	7135	150.525745306243	404638	2	swept	NA	NA	NA	NA	NA	NA
JU2257	55.5851095722684	Arm	7135	89.2020179143947	404638	2	swept	NA	NA	NA	NA	NA	NA
JU2464	66.2239334671639	Arm	7135	138.780402074645	404638	4	swept	NA	NA	NA	NA	NA	NA
JU2466	72.1249004898576	Arm	7135	119.674558699834	404638	4	swept	NA	NA	NA	NA	NA	NA
JU2478	60.0886507915296	Arm	7135	127.204559666704	404638	3	swept	NA	NA	NA	NA	NA	NA
JU2513	57.6756100505824	Arm	7135	136.198384718762	404638	4	swept	NA	NA	NA	NA	NA	NA
JU2519	70.4572311947985	Arm	7135	168.288442859277	404638	1	swept	NA	NA	NA	NA	NA	NA
JU2522	66.9429728347896	Arm	7135	139.864219870559	404638	1	swept	NA	NA	NA	NA	NA	NA
JU2526	86.1634907184044	Arm	7135	187.203098264959	404638	0	divergent	NA	NA	NA	NA	NA	NA
JU2534	56.2478909801867	Arm	7135	116.614750353461	404638	3	swept	NA	NA	NA	NA	NA	NA
JU2565	75.6765624504998	Arm	7135	81.5475321515004	404638	2	swept	NA	NA	NA	NA	NA	NA
JU2566	66.7029675239902	Arm	7135	91.4111590562115	404638	3	swept	NA	NA	NA	NA	NA	NA
JU2570	84.361994220762	Arm	7135	149.819891870205	404638	2	swept	NA	NA	NA	NA	NA	NA
JU2572	67.2454549622256	Arm	7135	104.565768777358	404638	3	swept	NA	NA	NA	NA	NA	NA
JU2575	78.8697200094836	Arm	7135	102.941731090943	404638	3	swept	NA	NA	NA	NA	NA	NA
JU2576	89.8172598397404	Arm	7135	147.861421608207	404638	1	swept	NA	NA	NA	NA	NA	NA
JU2578	74.1531775790129	Arm	7135	132.582050067119	404638	3	swept	NA	NA	NA	NA	NA	NA
JU2581	81.0426862286317	Arm	7135	142.877569968137	404638	2	swept	NA	NA	NA	NA	NA	NA
JU2586	68.7402020983935	Arm	7135	149.746452378679	404638	2	swept	NA	NA	NA	NA	NA	NA
JU2592	71.1662090332211	Arm	7135	116.965806969387	404638	3	swept	NA	NA	NA	NA	NA	NA
JU2600	76.7622949261034	Arm	7135	153.339492629916	404638	2	swept	NA	NA	NA	NA	NA	NA
JU2610	89.8126497273955	Arm	7135	154.896739797841	404638	2	swept	NA	NA	NA	NA	NA	NA
JU2619	62.883362204339	Arm	7135	131.950748387419	404638	3	swept	NA	NA	NA	NA	NA	NA
JU2811	69.7622630118511	Arm	7135	149.826566402624	404638	2	swept	NA	NA	NA	NA	NA	NA
JU2838	73.5813449746051	Arm	7135	144.433375644274	404638	2	swept	NA	NA	NA	NA	NA	NA
JU2841	76.4355401074615	Arm	7135	153.029408938282	404638	3	swept	NA	NA	NA	NA	NA	NA
JU2853	66.6789645381073	Arm	7135	93.187982057774	404638	3	swept	NA	NA	NA	NA	NA	NA
JU2862	73.051081686002	Arm	7135	130.061523903113	404638	3	swept	NA	NA	NA	NA	NA	NA
JU2866	87.0339765139882	Arm	7135	149.412181564958	404638	3	swept	NA	NA	NA	NA	NA	NA
JU2879	78.7843113978201	Arm	7135	158.132855536097	404638	2	swept	NA	NA	NA	NA	NA	NA
JU2906	70.6177951038584	Arm	7135	120.129097224611	404638	4	swept	NA	NA	NA	NA	NA	NA
JU2907	51.4577389222886	Arm	7135	78.3964284900785	404638	3	swept	NA	NA	NA	NA	NA	NA
JU310	64.9225708141558	Arm	7135	131.415372007996	404638	3	swept	NA	NA	NA	NA	NA	NA
JU311	77.0603041471808	Arm	7135	122.429571591181	404638	2	swept	NA	NA	NA	NA	NA	NA
JU3128	68.7037937555325	Arm	7135	126.146739949949	404638	3	swept	NA	NA	NA	NA	NA	NA
JU3132	82.1778280827791	Arm	7135	146.177973716973	404638	2	swept	NA	NA	NA	NA	NA	NA
JU3134	60.9376540710594	Arm	7135	131.289755883694	404638	2	swept	NA	NA	NA	NA	NA	NA
JU3140	99.6342094837188	Arm	7135	155.190205876531	404638	2	swept	NA	NA	NA	NA	NA	NA
JU3144	71.4219808189366	Arm	7135	136.583307911326	404638	4	swept	NA	NA	NA	NA	NA	NA
JU323	73.7249631096622	Arm	7135	132.276226133043	404638	3	swept	NA	NA	NA	NA	NA	NA
JU346	61.9994915709744	Arm	7135	141.548578233764	404638	2	swept	NA	NA	NA	NA	NA	NA
JU360	71.4284317667252	Arm	7135	133.760980857648	404638	3	swept	NA	NA	NA	NA	NA	NA
JU367	54.0080132234007	Arm	7135	88.4307638777366	404638	3	swept	NA	NA	NA	NA	NA	NA
JU394	63.1309539981061	Arm	7135	93.2737905308881	404638	2	swept	NA	NA	NA	NA	NA	NA
JU397	84.0010579193791	Arm	7135	137.480907765406	404638	2	swept	NA	NA	NA	NA	NA	NA
JU406	58.7268541723633	Arm	7135	94.5304183847718	404638	2	swept	NA	NA	NA	NA	NA	NA
JU440	56.8883072724964	Arm	7135	99.4685880064656	404638	4	swept	NA	NA	NA	NA	NA	NA
JU642	72.0880175825339	Arm	7135	126.04761005271	404638	3	swept	NA	NA	NA	NA	NA	NA
JU774	79.7248248640711	Arm	7135	127.46372032857	404638	4	swept	NA	NA	NA	NA	NA	NA
JU775	65.3818846892638	Arm	7135	171.458449777198	404638	1	swept	NA	NA	NA	NA	NA	NA
JU778	68.2578517928329	Arm	7135	137.328074332964	404638	2	swept	NA	NA	NA	NA	NA	NA
JU782	69.4624480875198	Arm	7135	165.045448286222	404638	2	swept	NA	NA	NA	NA	NA	NA
JU792	63.6387440061496	Arm	7135	150.243136282494	404638	2	swept	NA	NA	NA	NA	NA	NA
JU830	65.1656782885625	Arm	7135	137.640836963454	404638	3	swept	NA	NA	NA	NA	NA	NA
JU847	70.7743457054551	Arm	7135	139.742620556507	404638	2	swept	NA	NA	NA	NA	NA	NA
KR314	65.6770667707843	Arm	7135	146.833238743821	404638	4	swept	NA	NA	NA	NA	NA	NA
LKC34	60.9893255091713	Arm	7135	129.568514693964	404638	2	swept	NA	NA	NA	NA	NA	NA
MY1	72.027705950215	Arm	7135	127.322425361756	404638	3	swept	NA	NA	NA	NA	NA	NA
MY10	65.3401556222733	Arm	7135	153.525242224202	404638	4	swept	NA	NA	NA	NA	NA	NA
MY16	60.851209970719	Arm	7135	143.871470417175	404638	0	divergent	NA	NA	NA	NA	NA	NA
MY18	65.9395599226923	Arm	7135	144.059015684545	404638	1	swept	NA	NA	NA	NA	NA	NA
MY2147	66.8336466904637	Arm	7135	138.762386834473	404638	1	swept	NA	NA	NA	NA	NA	NA
MY2212	71.8457198922892	Arm	7135	132.849538952907	404638	3	swept	NA	NA	NA	NA	NA	NA
MY23	66.0756584879309	Arm	7135	178.963683466786	404638	0	divergent	NA	NA	NA	NA	NA	NA
MY2573	82.0939615229556	Arm	7135	120.39102956616	404638	2	swept	NA	NA	NA	NA	NA	NA
MY2585	65.4625402493971	Arm	7135	133.180328877804	404638	3	swept	NA	NA	NA	NA	NA	NA
MY2713	58.783664180316	Arm	7135	129.934598933463	404638	3	swept	NA	NA	NA	NA	NA	NA
MY518	64.984162558978	Arm	7135	135.222039623724	404638	2	swept	NA	NA	NA	NA	NA	NA
MY772	68.7827565618272	Arm	7135	144.33294842135	404638	1	swept	NA	NA	NA	NA	NA	NA
MY795	62.6270723372843	Arm	7135	135.889661122545	404638	2	swept	NA	NA	NA	NA	NA	NA
MY920	69.579751503563	Arm	7135	136.249770642009	404638	4	swept	NA	NA	NA	NA	NA	NA
NIC1	79.5575143485161	Arm	7135	122.995934892174	404638	4	swept	NA	NA	NA	NA	NA	NA
NIC166	68.8897980464677	Arm	7135	143.453825323691	404638	2	swept	NA	NA	NA	NA	NA	NA
NIC199	77.7908805602268	Arm	7135	201.63829001457	404638	1	swept	NA	NA	NA	NA	NA	NA
NIC2	54.7240180561984	Arm	7135	73.7360156233031	404638	4	swept	NA	NA	NA	NA	NA	NA
NIC207	58.6732076151779	Arm	7135	110.349444946497	404638	4	swept	NA	NA	NA	NA	NA	NA
NIC231	65.4746188513284	Arm	7135	128.35887191776	404638	3	swept	NA	NA	NA	NA	NA	NA
NIC236	61.3535810465319	Arm	7135	143.090880212542	404638	1	swept	NA	NA	NA	NA	NA	NA
NIC242	56.081483505493	Arm	7135	123.243661094597	404638	3	swept	NA	NA	NA	NA	NA	NA
NIC251	73.8547329432373	Arm	7135	193.054396479334	404638	0	divergent	NA	NA	NA	NA	NA	NA
NIC252	66.3830252622561	Arm	7135	155.46703830716	404638	0	divergent	NA	NA	NA	NA	NA	NA
NIC255	57.5079067888017	Arm	7135	112.240812541606	404638	4	swept	NA	NA	NA	NA	NA	NA
NIC256	79.2618586368695	Arm	7135	162.394581190383	404638	2	swept	NA	NA	NA	NA	NA	NA
NIC258	115.721976045231	Arm	7135	180.861825712338	404638	1	swept	NA	NA	NA	NA	NA	NA
NIC259	61.8693489254877	Arm	7135	131.871149232878	404638	2	swept	NA	NA	NA	NA	NA	NA
NIC260	86.5391397869222	Arm	7135	155.167651267911	404638	3	swept	NA	NA	NA	NA	NA	NA
NIC261	76.6651585249456	Arm	7135	170.434738243118	404638	2	swept	NA	NA	NA	NA	NA	NA
NIC265	68.7801893366075	Arm	7135	182.942613953119	404638	0	divergent	NA	NA	NA	NA	NA	NA
NIC266	62.1828233335443	Arm	7135	148.98322053171	404638	0	divergent	NA	NA	NA	NA	NA	NA
NIC267	72.6914631149214	Arm	7135	136.029408585056	404638	2	swept	NA	NA	NA	NA	NA	NA
NIC268	106.274393875663	Arm	7135	167.997023783161	404638	0	divergent	NA	NA	NA	NA	NA	NA
NIC271	69.9017853201865	Arm	7135	164.990908840457	404638	2	swept	NA	NA	NA	NA	NA	NA
NIC274	83.5094552777246	Arm	7135	131.449610117337	404638	2	swept	NA	NA	NA	NA	NA	NA
NIC275	77.0533026759095	Arm	7135	132.962400700348	404638	4	swept	NA	NA	NA	NA	NA	NA
NIC276	68.3651524119968	Arm	7135	129.572373598696	404638	2	swept	NA	NA	NA	NA	NA	NA
NIC277	72.7318819617015	Arm	7135	125.60652849275	404638	3	swept	NA	NA	NA	NA	NA	NA
NIC3	68.8810335370966	Arm	7135	144.031246609894	404638	3	swept	NA	NA	NA	NA	NA	NA
NIC501	66.0545223144382	Arm	7135	155.51205741035	404638	1	swept	NA	NA	NA	NA	NA	NA
NIC511	64.4543173540383	Arm	7135	141.922514070178	404638	2	swept	NA	NA	NA	NA	NA	NA
NIC513	88.5951259355795	Arm	7135	134.409821069742	404638	1	swept	NA	NA	NA	NA	NA	NA
NIC514	72.2240327477309	Arm	7135	135.547039805375	404638	2	swept	NA	NA	NA	NA	NA	NA
NIC515	70.7057445468765	Arm	7135	147.343136928735	404638	3	swept	NA	NA	NA	NA	NA	NA
NIC523	87.7390616930503	Arm	7135	152.436872179929	404638	2	swept	NA	NA	NA	NA	NA	NA
NIC526	88.2050915731175	Arm	7135	142.042247236518	404638	2	swept	NA	NA	NA	NA	NA	NA
NIC527	76.6968335514586	Arm	7135	142.572788427526	404638	2	swept	NA	NA	NA	NA	NA	NA
NIC528	75.7660074819543	Arm	7135	132.548104475319	404638	3	swept	NA	NA	NA	NA	NA	NA
NIC529	81.4954893210827	Arm	7135	123.543514601132	404638	3	swept	NA	NA	NA	NA	NA	NA
PB306	73.7820441614368	Arm	7135	153.837576683982	404638	1	swept	NA	NA	NA	NA	NA	NA
PS2025	84.2485167820397	Arm	7135	163.076669085434	404638	1	swept	NA	NA	NA	NA	NA	NA
PX179	60.6151563115361	Arm	7135	104.46530524533	404638	3	swept	NA	NA	NA	NA	NA	NA
QG2075	61.0066940002399	Arm	7135	153.009803607481	404638	2	swept	NA	NA	NA	NA	NA	NA
QG556	92.0913865759979	Arm	7135	156.917175605477	404638	1	swept	NA	NA	NA	NA	NA	NA
QW947	68.3143799977125	Arm	7135	154.048693600433	404638	3	swept	NA	NA	NA	NA	NA	NA
QX1212	59.5331979903413	Arm	7135	144.274044789768	404638	4	swept	NA	NA	NA	NA	NA	NA
QX1233	88.9495136377047	Arm	7135	141.897850582734	404638	1	swept	NA	NA	NA	NA	NA	NA
QX1791	86.0722372234284	Arm	7135	213.759210327883	404638	0	divergent	NA	NA	NA	NA	NA	NA
QX1792	92.5370997579462	Arm	7135	163.682619724881	404638	1	swept	NA	NA	NA	NA	NA	NA
QX1793	74.627224447069	Arm	7135	162.772847858603	404638	0	divergent	NA	NA	NA	NA	NA	NA
QX1794	69.1809586853861	Arm	7135	172.594901431068	404638	0	divergent	NA	NA	NA	NA	NA	NA
RC301	70.1443895137589	Arm	7135	117.183616602322	404638	3	swept	NA	NA	NA	NA	NA	NA
WN2050	57.6828233442649	Arm	7135	145.859521458148	404638	1	swept	NA	NA	NA	NA	NA	NA
XZ1513	69.5912367618967	Arm	7135	168.389429596991	404638	0	divergent	NA	NA	NA	NA	NA	NA
XZ1515	104.893576362455	Arm	7135	127.542149895633	404638	1	swept	NA	NA	NA	NA	NA	NA
XZ1516	84.1216926080359	Arm	7135	360.269343686082	404638	0	divergent	NA	NA	NA	NA	NA	NA
AB1	92.02632816756	Center	13813	67	381740	4	swept	0.16	30.1330383466387	150.066447575119	0.35	367.632969141779	67.9224508560217
BRC20067	78.3439320269481	Center	13813	109.19706955775	381740	3	swept	NA	NA	NA	NA	NA	NA
BRC20263	91.6645462325256	Center	13813	131.240237732183	381740	3	swept	NA	NA	NA	NA	NA	NA
CB4852	99.0588882805646	Center	13813	68.4032162986507	381740	4	swept	NA	NA	NA	NA	NA	NA
CB4855	85.8610867781975	Center	13813	113.490087672889	381740	1	swept	NA	NA	NA	NA	NA	NA
CB4856	102.031780045787	Center	13813	163.624570282094	381740	0	divergent	NA	NA	NA	NA	NA	NA
CB4857	88.9551738710888	Center	13813	113.326960605145	381740	2	swept	NA	NA	NA	NA	NA	NA
CB4858	83.5288092615019	Center	13813	105.347045520983	381740	4	swept	NA	NA	NA	NA	NA	NA
CX11254	150.063738043593	Center	13813	144.138821973818	381740	2	swept	NA	NA	NA	NA	NA	NA
CX11262	87.7485886553129	Center	13813	134.651401775102	381740	2	swept	NA	NA	NA	NA	NA	NA
CX11264	106.492236998976	Center	13813	140.516902897836	381740	2	swept	NA	NA	NA	NA	NA	NA
CX11271	94.7301413431459	Center	13813	116.271234619746	381740	3	swept	NA	NA	NA	NA	NA	NA
CX11276	75.29246460692	Center	13813	120.474063598768	381740	3	swept	NA	NA	NA	NA	NA	NA
CX11285	100.111830573426	Center	13813	125.737822471999	381740	2	swept	NA	NA	NA	NA	NA	NA
CX11292	84.4060483740669	Center	13813	105.607764866036	381740	4	swept	NA	NA	NA	NA	NA	NA
CX11307	94.59039936245	Center	13813	147.017005819055	381740	2	swept	NA	NA	NA	NA	NA	NA
CX11314	98.4834566934216	Center	13813	134.115621759734	381740	4	swept	NA	NA	NA	NA	NA	NA
CX11315	96.2353100645258	Center	13813	121.482509029078	381740	3	swept	NA	NA	NA	NA	NA	NA
DL200	88.5636965587187	Center	13813	114.608027642046	381740	3	swept	NA	NA	NA	NA	NA	NA
DL226	83.2839746720853	Center	13813	104.100912580054	381740	3	swept	NA	NA	NA	NA	NA	NA
DL238	92.3749015073286	Center	13813	169.118301789014	381740	0	divergent	NA	NA	NA	NA	NA	NA
ECA189	100.482440047059	Center	13813	158.833245890147	381740	0	divergent	NA	NA	NA	NA	NA	NA
ECA348	108.457389677878	Center	13813	143.366662791599	381740	0	divergent	NA	NA	NA	NA	NA	NA
ECA349	112.186407905533	Center	13813	110.756489651848	381740	3	swept	NA	NA	NA	NA	NA	NA
ECA363	133.179038806723	Center	13813	305.422657967611	381740	0	divergent	NA	NA	NA	NA	NA	NA
ECA372	85.208537459518	Center	13813	147.125796514411	381740	0	divergent	NA	NA	NA	NA	NA	NA
ECA592	113.765617149749	Center	13813	134.755333846197	381740	1	swept	NA	NA	NA	NA	NA	NA
ECA594	113.922279530014	Center	13813	170.373119945606	381740	1	swept	NA	NA	NA	NA	NA	NA
ECA703	104.599227964306	Center	13813	188.324188568543	381740	0	divergent	NA	NA	NA	NA	NA	NA
ECA705	93.6054297044905	Center	13813	153.987012439361	381740	0	divergent	NA	NA	NA	NA	NA	NA
ECA710	105.295392223589	Center	13813	155.627761019684	381740	0	divergent	NA	NA	NA	NA	NA	NA
ECA738	94.1530500580693	Center	13813	159.840545544615	381740	0	divergent	NA	NA	NA	NA	NA	NA
ECA743	100.027836739417	Center	13813	138.304012956964	381740	0	divergent	NA	NA	NA	NA	NA	NA
ECA745	105.226259544094	Center	13813	293.47401929302	381740	0	divergent	NA	NA	NA	NA	NA	NA
ECA777	97.3871183964198	Center	13813	151.996710490721	381740	0	divergent	NA	NA	NA	NA	NA	NA
ECA812	127.925185731659	Center	13813	170.575496481763	381740	0	divergent	NA	NA	NA	NA	NA	NA
ECA923	90.5129662180639	Center	13813	124.519074843977	381740	2	swept	NA	NA	NA	NA	NA	NA
ED3005	73.2194515831537	Center	13813	121.815434161686	381740	2	swept	NA	NA	NA	NA	NA	NA
ED3012	117.058258409721	Center	13813	60.4731345309634	381740	4	swept	NA	NA	NA	NA	NA	NA
ED3017	87.3378326543706	Center	13813	99.8148285576847	381740	4	swept	NA	NA	NA	NA	NA	NA
ED3040	88.796653107413	Center	13813	116.284134773408	381740	3	swept	NA	NA	NA	NA	NA	NA
ED3048	84.8170799540756	Center	13813	106.160256216722	381740	4	swept	NA	NA	NA	NA	NA	NA
ED3049	105.628426946465	Center	13813	115.039123779695	381740	0	divergent	NA	NA	NA	NA	NA	NA
ED3052	83.8328994673381	Center	13813	112.040171367238	381740	3	swept	NA	NA	NA	NA	NA	NA
ED3073	69.4714293720082	Center	13813	113.639781766774	381740	4	swept	NA	NA	NA	NA	NA	NA
ED3077	81.7640483930723	Center	13813	111.229492491875	381740	4	swept	NA	NA	NA	NA	NA	NA
EG4347	70.6684334167263	Center	13813	59.6154342431555	381740	3	swept	NA	NA	NA	NA	NA	NA
EG4724	114.11997239662	Center	13813	137.851369235129	381740	2	swept	NA	NA	NA	NA	NA	NA
EG4946	100.848994997725	Center	13813	91.6078599247903	381740	4	swept	NA	NA	NA	NA	NA	NA
GXW1	98.5276245735918	Center	13813	110.792599030802	381740	3	swept	NA	NA	NA	NA	NA	NA
JT11398	82.8085392316098	Center	13813	92.0706250657613	381740	3	swept	NA	NA	NA	NA	NA	NA
JU1088	82.2932010020941	Center	13813	107.568582773968	381740	3	swept	NA	NA	NA	NA	NA	NA
JU1172	77.7669208210089	Center	13813	106.480045078879	381740	4	swept	NA	NA	NA	NA	NA	NA
JU1200	82.7255253882603	Center	13813	59.5482997238376	381740	4	swept	NA	NA	NA	NA	NA	NA
JU1212	86.6803966188793	Center	13813	80.0936951326382	381740	1	swept	NA	NA	NA	NA	NA	NA
JU1213	94.1628637817779	Center	13813	121.148668998054	381740	2	swept	NA	NA	NA	NA	NA	NA
JU1242	96.4699382213313	Center	13813	111.843640856331	381740	3	swept	NA	NA	NA	NA	NA	NA
JU1246	88.7626102474406	Center	13813	84.6817571853584	381740	1	swept	NA	NA	NA	NA	NA	NA
JU1395	93.8729603132442	Center	13813	69.8927750200262	381740	4	swept	NA	NA	NA	NA	NA	NA
JU1409	79.4031128540219	Center	13813	117.473401244707	381740	4	swept	NA	NA	NA	NA	NA	NA
JU1440	99.0647576224492	Center	13813	98.6204846875131	381740	4	swept	NA	NA	NA	NA	NA	NA
JU1491	96.5831186978821	Center	13813	116.425942126315	381740	2	swept	NA	NA	NA	NA	NA	NA
JU1530	123.897453982219	Center	13813	98.1070843517429	381740	3	swept	NA	NA	NA	NA	NA	NA
JU1543	106.343115227352	Center	13813	66.4981202741852	381740	4	swept	NA	NA	NA	NA	NA	NA
JU1568	77.7363319100382	Center	13813	34.7850542618522	381740	4	swept	NA	NA	NA	NA	NA	NA
JU1581	86.173002979613	Center	13813	104.623133197205	381740	1	swept	NA	NA	NA	NA	NA	NA
JU1586	116.518867514194	Center	13813	37.2424488990721	381740	4	swept	NA	NA	NA	NA	NA	NA
JU1652	89.5630499343757	Center	13813	113.274004078606	381740	3	swept	NA	NA	NA	NA	NA	NA
JU1666	78.1547932620735	Center	13813	114.708325765831	381740	2	swept	NA	NA	NA	NA	NA	NA
JU1792	98.0364330336044	Center	13813	74.8932573734111	381740	3	swept	NA	NA	NA	NA	NA	NA
JU1793	103.973286814369	Center	13813	131.575073627188	381740	1	swept	NA	NA	NA	NA	NA	NA
JU1808	114.771864491571	Center	13813	99.1060038544588	381740	2	swept	NA	NA	NA	NA	NA	NA
JU1896	93.1454272253443	Center	13813	98.4682690007294	381740	2	swept	NA	NA	NA	NA	NA	NA
JU1934	94.7666407503034	Center	13813	97.2419662491457	381740	2	swept	NA	NA	NA	NA	NA	NA
JU2001	84.4466641010409	Center	13813	132.815661727072	381740	2	swept	NA	NA	NA	NA	NA	NA
JU2007	85.2578104033969	Center	13813	122.918672300021	381740	3	swept	NA	NA	NA	NA	NA	NA
JU2016	90.4998936032068	Center	13813	105.726061120237	381740	4	swept	NA	NA	NA	NA	NA	NA
JU2017	74.9834568974547	Center	13813	116.262633722104	381740	2	swept	NA	NA	NA	NA	NA	NA
JU2106	94.1563764707127	Center	13813	132.151428293454	381740	1	swept	NA	NA	NA	NA	NA	NA
JU2131	116.738577986478	Center	13813	114.350338871382	381740	2	swept	NA	NA	NA	NA	NA	NA
JU2141	123.222176329528	Center	13813	95.2155449493411	381740	2	swept	NA	NA	NA	NA	NA	NA
JU2234	121.390092826529	Center	13813	95.4410813015025	381740	3	swept	NA	NA	NA	NA	NA	NA
JU2250	73.4089625272898	Center	13813	114.494541354599	381740	2	swept	NA	NA	NA	NA	NA	NA
JU2257	72.2607008815267	Center	13813	36.5786823163438	381740	2	swept	NA	NA	NA	NA	NA	NA
JU2464	85.8255830169961	Center	13813	114.372199419264	381740	4	swept	NA	NA	NA	NA	NA	NA
JU2466	95.6230971428941	Center	13813	108.268185539428	381740	4	swept	NA	NA	NA	NA	NA	NA
JU2478	77.1309427317935	Center	13813	106.461260559886	381740	3	swept	NA	NA	NA	NA	NA	NA
JU2513	73.4415930331191	Center	13813	92.854725243253	381740	4	swept	NA	NA	NA	NA	NA	NA
JU2519	87.5224787212018	Center	13813	174.653943556966	381740	1	swept	NA	NA	NA	NA	NA	NA
JU2522	87.476866939027	Center	13813	132.932313603578	381740	1	swept	NA	NA	NA	NA	NA	NA
JU2526	115.673723172861	Center	13813	216.981566037302	381740	0	divergent	NA	NA	NA	NA	NA	NA
JU2534	77.4480232893189	Center	13813	104.374326345131	381740	3	swept	NA	NA	NA	NA	NA	NA
JU2565	102.186238640387	Center	13813	48.1248376620639	381740	2	swept	NA	NA	NA	NA	NA	NA
JU2566	90.453021322157	Center	13813	84.3326745692321	381740	3	swept	NA	NA	NA	NA	NA	NA
JU2570	114.105815727121	Center	13813	114.354711315276	381740	2	swept	NA	NA	NA	NA	NA	NA
JU2572	96.7294836610132	Center	13813	74.8465096046569	381740	3	swept	NA	NA	NA	NA	NA	NA
JU2575	108.16775711957	Center	13813	45.2769256906871	381740	3	swept	NA	NA	NA	NA	NA	NA
JU2576	118.783854554095	Center	13813	114.074537036098	381740	1	swept	NA	NA	NA	NA	NA	NA
JU2578	91.8550804055041	Center	13813	114.669089121698	381740	3	swept	NA	NA	NA	NA	NA	NA
JU2581	106.341564786058	Center	13813	139.348484024764	381740	2	swept	NA	NA	NA	NA	NA	NA
JU2586	88.6182290677643	Center	13813	134.085793430922	381740	2	swept	NA	NA	NA	NA	NA	NA
JU2592	96.544199125504	Center	13813	68.4543643604993	381740	3	swept	NA	NA	NA	NA	NA	NA
JU2600	101.386443481264	Center	13813	93.7016542009798	381740	2	swept	NA	NA	NA	NA	NA	NA
JU2610	121.341957869129	Center	13813	93.7549998666738	381740	2	swept	NA	NA	NA	NA	NA	NA
JU2619	82.6875401047547	Center	13813	133.689939786059	381740	3	swept	NA	NA	NA	NA	NA	NA
JU2811	98.1693544980364	Center	13813	141.258628055068	381740	2	swept	NA	NA	NA	NA	NA	NA
JU2838	97.9018891569633	Center	13813	146.413797164065	381740	2	swept	NA	NA	NA	NA	NA	NA
JU2841	101.912062027546	Center	13813	119.281180409988	381740	3	swept	NA	NA	NA	NA	NA	NA
