iso	sample
670	iso2	JU1652_GZ_B7_G7
671	iso2	JU1666_GZ_B1_A5
672	iso2	JU1666_GZ_B1_A5
673	iso2	JU1666_GZ_B3_B2
674	iso2	JU1792_GZ_B7_H5
675	iso2	JU1792_GZ_B7_H5
676	iso2	JU1792_GZ_B7_I4
677	iso2	JU1793_GZ_B2_A5
678	iso2	JU1808_GZ_B2_A6
679	iso2	JU1808_GZ_B2_A6
680	iso2	JU1808_GZ_B4_H8
681	iso2	JU1896_GZ_B9_B4
682	iso2	JU1934_GZ_B3_D7
683	iso2	JU2001_GZ_B3_D8
684	iso2	JU2001_GZ_B3_D8
685	iso2	JU2001_GZ_B5_B7
686	iso2	JU2007_GZ_B4_A4
687	iso2	JU2007_GZ_B4_A4
688	iso2	JU2007_GZ_B4_C7
689	iso2	JU2016_GZ_B2_H3
690	iso2	JU2017_GZ_B3_G5
691	iso2	JU2017_GZ_B3_G5
692	iso2	JU2017_GZ_B5_E4
693	iso2	JU2106_GZ_B3_D9
694	iso2	JU2106_GZ_B3_D9
695	iso2	JU2106_GZ_B5_B8
696	iso2	JU2131_GZ_B2_D7
697	iso2	JU2131_GZ_B2_D7
698	iso2	JU2131_GZ_B2_H4
699	iso2	JU2141_GZ_B2_A7
700	iso2	JU2141_GZ_B2_A7
701	iso2	JU2141_GZ_B4_I1
702	iso2	JU2234_GZ_B2_A8
703	iso2	JU2234_GZ_B2_A8
704	iso2	JU2234_GZ_B5_B9
705	iso2	JU2250_GZ_B3_B6
706	iso2	JU2250_GZ_B3_B6
707	iso2	JU2250_GZ_B7_G5
708	iso2	JU2257_GZ_B3_E1
709	iso2	JU2257_GZ_B3_E1
710	iso2	JU2257_GZ_B3_G7
711	iso2	JU2464_GZ_B3_G8
712	iso2	JU2464_GZ_B3_G8
713	iso2	JU2464_GZ_B5_C1
714	iso2	JU2466_GZ_B4_C8
715	iso2	JU2478_GZ_B6_A9
716	iso2	JU2478_GZ_B6_A9
717	iso2	JU2478_GZ_B6_D6
718	iso2	JU2513_GZ_B3_E2
719	iso2	JU2513_GZ_B3_E2
720	iso2	JU2513_GZ_B5_E6
721	iso2	JU2519_GZ_B1_A1
722	iso2	JU2519_GZ_B1_A1
723	iso2	JU2519_GZ_B3_H1
724	iso2	JU2522_GZ_B3_H2
725	iso2	JU2522_GZ_B3_H2
726	iso2	JU2522_GZ_B4_D1
727	iso2	JU2526_GZ_B9_B5
728	iso2	JU2534_GZ_B9_B6
729	iso2	JU2534_GZ_B9_B6
730	iso2	JU2534_GZ_B9_D2
731	iso2	JU2565_GZ_B2_E1
732	iso2	JU2565_GZ_B2_E1
733	iso2	JU2565_GZ_B2_H9
734	iso2	JU2566_GZ_B9_B7
735	iso2	JU2570_GZ_B6_I7
736	iso2	JU2570_GZ_B6_I7
737	iso2	JU2570_GZ_B7_F4
738	iso2	JU2572_GZ_B6_I8
739	iso2	JU2572_GZ_B6_I8
740	iso2	JU2572_GZ_B7_C5
741	iso2	JU2575_GZ_B6_I9
742	iso2	JU2575_GZ_B6_I9
743	iso2	JU2575_GZ_B7_C6
744	iso2	JU2576_GZ_B7_A1
745	iso2	JU2576_GZ_B7_A1
746	iso2	JU2576_GZ_B7_F5
747	iso2	JU2578_GZ_B2_B1
748	iso2	JU2578_GZ_B2_B1
749	iso2	JU2578_GZ_B5_C2
750	iso2	JU2581_GZ_B7_A2
751	iso2	JU2581_GZ_B7_A2
752	iso2	JU2581_GZ_B7_F6
753	iso2	JU2586_GZ_B7_A3
754	iso2	JU2586_GZ_B7_A3
755	iso2	JU2586_GZ_B7_C7
756	iso2	JU2592_GZ_B7_A4
757	iso2	JU2592_GZ_B7_A4
758	iso2	JU2592_GZ_B7_C8
759	iso2	JU2600_GZ_B2_B2
760	iso2	JU2600_GZ_B2_B2
761	iso2	JU2600_GZ_B2_E3
762	iso2	JU2610_GZ_B7_A5
763	iso2	JU2610_GZ_B7_A5
764	iso2	JU2610_GZ_B7_C9
765	iso2	JU2619_GZ_B7_F7
766	iso2	JU2619_GZ_B7_F7
767	iso2	JU2619_GZm_B6_G2
768	iso2	JU2811_GZ_B1_F2
769	iso2	JU2811_GZ_B1_F2
770	iso2	JU2811_GZ_B6_G3
771	iso2	JU2838_GZ_B2_B3
772	iso2	JU2838_GZ_B2_B3
773	iso2	JU2838_GZ_B2_E4
774	iso2	JU2841_GZ_B2_B4
775	iso2	JU2841_GZ_B2_B4
776	iso2	JU2841_GZ_B2_E5
777	iso2	JU2853_GZr_B2_C6
778	iso2	JU2862_GZ_B2_B5
779	iso2	JU2862_GZ_B2_B5
780	iso2	JU2862_GZ_B2_E7
781	iso2	JU2866_GZ_B2_B6
782	iso2	JU2866_GZ_B2_B6
783	iso2	JU2866_GZ_B5_C3
784	iso2	JU2879_GZ_B2_E9
785	iso2	JU2879_GZ_B2_E9
786	iso2	JU2879_GZ_B4_I7
787	iso2	JU2906_GZ_B2_B8
788	iso2	JU2907_GZ_B1_F4
789	iso2	JU2907_GZ_B1_F4
790	iso2	JU2907_GZr_B2_B9
791	iso2	JU310_GZ_B8_D2
792	iso2	JU310_GZ_B8_D2
793	iso2	JU310_GZ_B8_F3
794	iso2	JU311_GZ_B1_B8
795	iso2	JU3128_GZ_B2_F3
796	iso2	JU3132_GZr_B2_C1
797	iso2	JU3134_GZ_B9_B9
798	iso2	JU3140_GZ_B2_C7
799	iso2	JU3140_GZ_B2_C7
800	iso2	JU3140_GZ_B2_F5
801	iso2	JU3144_GZ_B2_C2
802	iso2	JU3144_GZ_B2_C2
803	iso2	JU3144_GZ_B2_F6
804	iso2	JU323_GZ_B1_E1
805	iso2	JU323_GZ_B1_E1
806	iso2	JU323_GZ_B4_A5
807	iso2	JU346_GZ_B4_G1
808	iso2	JU346_GZ_B4_G1
809	iso2	JU346_GZ_B7_H9
810	iso2	JU360_GZ_B4_G2
811	iso2	JU367_GZ_B3_H5
812	iso2	JU367_GZ_B3_H5
813	iso2	JU367_GZm_B3_E3
814	iso2	JU394_GZ_B3_E4
815	iso2	JU394_GZ_B3_E4
816	iso2	JU394_GZ_B5_E8
817	iso2	JU397_GZ_B7_D1
818	iso2	JU397_GZ_B7_D1
819	iso2	JU397_GZ_B7_F8
820	iso2	JU406_GZ_B3_E5
821	iso2	JU406_GZ_B3_E5
822	iso2	JU406_GZ_B5_E9
823	iso2	JU440_GZ_B4_A8
824	iso2	JU642_GZ_B7_A6
825	iso2	JU642_GZ_B7_A6
826	iso2	JU642_GZ_B7_D2
827	iso2	JU774_GZ_B4_D3
828	iso2	JU775_GZ_B1_F6
829	iso2	JU775_GZ_B1_F6
830	iso2	JU775_GZ_B6_D9
831	iso2	JU778_GZ_B3_E6
832	iso2	JU778_GZ_B3_E6
833	iso2	JU778_GZ_B5_C4
834	iso2	JU782_GZ_B9_C1
835	iso2	JU792_GZ_B3_C1
836	iso2	JU792_GZ_B3_C1
837	iso2	JU792_GZ_B5_F1
838	iso2	JU830_GZ_B3_H6
839	iso2	JU847_GZ_B5_C5
840	iso2	JU847_GZ_B5_C5
841	iso2	JU847_GZr_B2_I4
842	iso2	KR314_GZ_B3_H7
843	iso2	LKC34_GZ_B1_I7
844	iso2	MY1_GZ_B1_C2
845	iso2	MY10_GZ_B9_C2
846	iso2	MY16_GZ_B1_F7
847	iso2	MY16_GZ_B1_F7
848	iso2	MY16_GZ_B6_B4
849	iso2	MY18_GZ_B3_E8
850	iso2	MY18_GZ_B3_E8
851	iso2	MY18_GZ_B5_F2
852	iso2	MY2147_GZ_B6_B5
853	iso2	MY2212_GZ_B2_C8
854	iso2	MY2212_GZ_B2_C8
855	iso2	MY2212_GZ_B2_F7
856	iso2	MY23_GZ_B1_F9
857	iso2	MY23_GZ_B1_F9
858	iso2	MY23_GZ_B6_G6
859	iso2	MY2573_GZ_B2_F8
860	iso2	MY2573_GZ_B2_F8
861	iso2	MY2573_GZ_B2_I5
862	iso2	MY2585_GZ_B6_G7
863	iso2	MY2585_GZ_B6_G7
864	iso2	MY2585_GZ_B8_A7
865	iso2	MY2713_GZ_B1_G2
866	iso2	MY2713_GZ_B1_G2
867	iso2	MY2713_GZ_B6_B7
868	iso2	MY518_GZ_B1_G3
869	iso2	MY518_GZ_B1_G3
870	iso2	MY518_GZ_B6_B8
871	iso2	MY772_GZ_B6_B9
872	iso2	MY795_GZ_B6_C1
873	iso2	MY920_GZ_B2_C3
874	iso2	MY920_GZ_B2_C3
875	iso2	MY920_GZ_B2_F9
876	iso2	N2_GZ_B7_A7
877	iso2	N2_GZ_B7_A7
878	iso2	N2_GZm_B6_H3
879	iso2	NIC1_GZ_B1_I9
880	iso2	NIC166_GZ_B3_E9
881	iso2	NIC166_GZ_B3_E9
882	iso2	NIC166_GZ_B5_F3
883	iso2	NIC199_GZ_B1_A2
884	iso2	NIC2_GZ_B4_G6
885	iso2	NIC2_GZ_B4_G6
886	iso2	NIC2_GZ_B5_A6
887	iso2	NIC207_GZ_B5_C6
888	iso2	NIC207_GZ_B5_C6
889	iso2	NIC207_GZm_B3_F1
890	iso2	NIC231_GZ_B7_A8
891	iso2	NIC231_GZ_B7_A8
892	iso2	NIC231_GZ_B7_D3
893	iso2	NIC236_GZ_B1_A7
894	iso2	NIC236_GZ_B1_A7
895	iso2	NIC236_GZ_B2_I8
896	iso2	NIC242_GZ_B3_F2
897	iso2	NIC242_GZ_B3_F2
898	iso2	NIC242_GZ_B5_C7
899	iso2	NIC251_GZ_B3_F3
900	iso2	NIC251_GZ_B3_F3
901	iso2	NIC251_GZ_B5_C8
902	iso2	NIC252_GZ_B2_A1
903	iso2	NIC252_GZ_B2_A1
904	iso2	NIC252_GZ_B4_B3
905	iso2	NIC255_GZ_B2_G1
906	iso2	NIC255_GZ_B2_G1
907	iso2	NIC255_GZ_B3_F4
908	iso2	NIC256_GZ_B4_B4
909	iso2	NIC258_GZ_B7_D4
910	iso2	NIC258_GZ_B7_D4
911	iso2	NIC258_GZ_B7_F9
912	iso2	NIC259_GZ_B1_G7
913	iso2	NIC259_GZ_B1_G7
914	iso2	NIC259_GZ_B6_C2
915	iso2	NIC260_GZ_B1_C4
916	iso2	NIC261_GZ_B1_E6
917	iso2	NIC261_GZ_B1_E6
918	iso2	NIC261_GZ_B3_H8
919	iso2	NIC265_GZ_B3_F5
920	iso2	NIC265_GZ_B3_F5
921	iso2	NIC265_GZ_B5_D1
922	iso2	NIC266_GZ_B9_C3
923	iso2	NIC267_GZ_B7_A9
924	iso2	NIC267_GZ_B7_A9
925	iso2	NIC267_GZ_B7_D5
926	iso2	NIC268_GZ_B7_G1
927	iso2	NIC271_GZ_B3_C5
928	iso2	NIC271_GZ_B3_C5
929	iso2	NIC271_GZ_B5_D2
930	iso2	NIC274_GZ_B4_G7
931	iso2	NIC275_GZ_B4_G8
932	iso2	NIC276_GZ_B2_G2
933	iso2	NIC276_GZ_B2_G2
934	iso2	NIC276_GZ_B3_C6
935	iso2	NIC277_GZ_B4_G9
936	iso2	NIC277_GZ_B4_G9
937	iso2	NIC277_GZ_B7_I1
938	iso2	NIC3_GZ_B4_H1
939	iso2	NIC501_GZ_B1_G8
940	iso2	NIC501_GZ_B1_G8
941	iso2	NIC501_GZ_B6_C3
942	iso2	NIC511_GZ_B6_E8
943	iso2	NIC511_GZ_B6_E8
944	iso2	NIC511_GZ_B6_H5
945	iso2	NIC513_GZ_B2_A2
946	iso2	NIC513_GZ_B2_A2
947	iso2	NIC513_GZ_B6_C4
948	iso2	NIC514_GZ_B2_C4
949	iso2	NIC514_GZ_B2_C4
950	iso2	NIC514_GZ_B2_G3
951	iso2	NIC515_GZ_B1_H1
952	iso2	NIC515_GZ_B1_H1
953	iso2	NIC515_GZ_B6_C5
954	iso2	NIC523_GZ_B2_C9
955	iso2	NIC523_GZ_B2_C9
956	iso2	NIC523_GZ_B2_G4
957	iso2	NIC526_GZ_B9_C4
958	iso2	NIC527_GZ_B7_B1
959	iso2	NIC527_GZ_B7_B1
960	iso2	NIC527_GZ_B7_D7
961	iso2	NIC528_GZ_B7_B2
962	iso2	NIC529_GZ_B7_B3
963	iso2	NIC529_GZ_B7_B3
964	iso2	NIC529_GZ_B7_G2
965	iso2	PS2025_GZ_B8_F4
966	iso2	PS2025_GZ_B8_F4
967	iso2	PS2025_GZ_B8_I3
968	iso2	PX179_GZ_B3_H9
969	iso2	PX179_GZ_B3_H9
970	iso2	PX179_GZ_B5_F9
971	iso2	QG2075_GZ_B6_F1
972	iso2	QG2075_GZ_B6_F1
973	iso2	QG2075_GZ_B6_H7
974	iso2	QG556_GZ_B7_B4
975	iso2	QG556_GZ_B7_B4
976	iso2	QG556_GZ_B7_D9
977	iso2	QW947_GZ_B9_C5
978	iso2	QX1212_GZ_B3_C8
979	iso2	QX1212_GZ_B3_C8
980	iso2	QX1212_GZ_B5_G2
981	iso2	QX1233_GZ_B9_C6
982	iso2	QX1791_GZ_B9_C7
983	iso2	QX1792_GZ_B7_B5
984	iso2	QX1792_GZ_B7_B5
985	iso2	QX1792_GZ_B7_E1
986	iso2	QX1793_GZ_B8_D4
987	iso2	QX1793_GZ_B8_D4
988	iso2	QX1793_GZ_B8_F5
989	iso2	QX1794_GZ_B4_E5
990	iso2	RC301_GZ_B7_E2
991	iso2	RC301_GZ_B7_E2
992	iso2	RC301_GZ_B7_G3
993	iso2	WN2050_GZ_B8_A5
994	iso2	XZ1513_GZ_B8_D5
995	iso2	XZ1513_GZ_B8_D5
996	iso2	XZ1513_GZ_B8_F6
997	iso2	XZ1515_GZ_B8_I6
998	iso2	XZ1515_GZ_B8_I6
999	iso2	XZ1515_GZ_B8_I8
1000	iso2	XZ1516_GZ_B2_C5
1001	iso2	XZ1516_GZ_B2_C5
1002	iso2	XZ1516_GZ_B2_G5
