condition	id	seq_pool	samplename	sample	filepath
ECA923	GZ_B8_C6	GZpool_03_2019	ECA923_GZ_B8_C6_GZpool_03_2019	kallisto_ECA923_GZ_B8_C6_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ECA923	GZ_B8_F1	GZpool_05_2019	ECA923_GZ_B8_F1_GZpool_05_2019	kallisto_ECA923_GZ_B8_F1_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ECA923	GZ_B8_H3	GZpool_07_2020	ECA923_GZ_B8_H3_GZpool_07_2020	kallisto_ECA923_GZ_B8_H3_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ED3005	GZ_B2_G6	GZpool_01_2019	ED3005_GZ_B2_G6_GZpool_01_2019	kallisto_ED3005_GZ_B2_G6_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ED3005	GZ_B3_D3	GZpool_03_2019	ED3005_GZ_B3_D3_GZpool_03_2019	kallisto_ED3005_GZ_B3_D3_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ED3005	GZ_B5_D9	GZpool_06_2019	ED3005_GZ_B5_D9_GZpool_06_2019	kallisto_ED3005_GZ_B5_D9_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ED3012	GZ_B6_I2	GZpool_04_2019	ED3012_GZ_B6_I2_GZpool_04_2019	kallisto_ED3012_GZ_B6_I2_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ED3012	GZ_B7_E8	GZpool_06_2019	ED3012_GZ_B7_E8_GZpool_06_2019	kallisto_ED3012_GZ_B7_E8_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ED3012	GZr_B5_E1	GZpool_08_2020	ED3012_GZr_B5_E1_GZpool_08_2020	kallisto_ED3012_GZr_B5_E1_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ED3017	GZ_B1_H8	GZpool_01_2019	ED3017_GZ_B1_H8_GZpool_01_2019	kallisto_ED3017_GZ_B1_H8_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ED3017	GZ_B6_A4	GZpool_04_2019	ED3017_GZ_B6_A4_GZpool_04_2019	kallisto_ED3017_GZ_B6_A4_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ED3017	GZ_B6_D2	GZpool_06_2019	ED3017_GZ_B6_D2_GZpool_06_2019	kallisto_ED3017_GZ_B6_D2_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ED3040	GZ_B3_I6	GZpool_03_2019	ED3040_GZ_B3_I6_GZpool_03_2019	kallisto_ED3040_GZ_B3_I6_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ED3040	GZ_B4_E9	GZpool_05_2019	ED3040_GZ_B4_E9_GZpool_05_2019	kallisto_ED3040_GZ_B4_E9_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ED3040	GZm_B1_D1	GZpool_0108_2020	ED3040_GZm_B1_D1_GZpool_0108_2020	kallisto_ED3040_GZm_B1_D1_GZpool_0108_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ED3048	GZ_B1_D2	GZpool_01_2019	ED3048_GZ_B1_D2_GZpool_01_2019	kallisto_ED3048_GZ_B1_D2_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ED3048	GZ_B4_H6	GZpool_04_2019	ED3048_GZ_B4_H6_GZpool_04_2019	kallisto_ED3048_GZ_B4_H6_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ED3048	GZ_B7_I3	GZpool_06_2019	ED3048_GZ_B7_I3_GZpool_06_2019	kallisto_ED3048_GZ_B7_I3_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ED3049	GZ_B1_D3	GZpool_01_2019	ED3049_GZ_B1_D3_GZpool_01_2019	kallisto_ED3049_GZ_B1_D3_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ED3049	GZ_B3_I7	GZpool_03_2019	ED3049_GZ_B3_I7_GZpool_03_2019	kallisto_ED3049_GZ_B3_I7_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ED3049	GZ_B4_F2	GZpool_05_2019	ED3049_GZ_B4_F2_GZpool_05_2019	kallisto_ED3049_GZ_B4_F2_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ED3052	GZ_B1_B5	GZpool_01_2019	ED3052_GZ_B1_B5_GZpool_01_2019	kallisto_ED3052_GZ_B1_B5_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ED3052	GZ_B3_I8	GZpool_03_2019	ED3052_GZ_B3_I8_GZpool_03_2019	kallisto_ED3052_GZ_B3_I8_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ED3052	GZ_B4_F3	GZpool_05_2019	ED3052_GZ_B4_F3_GZpool_05_2019	kallisto_ED3052_GZ_B4_F3_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ED3073	GZ_B3_A6	GZpool_03_2019	ED3073_GZ_B3_A6_GZpool_03_2019	kallisto_ED3073_GZ_B3_A6_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ED3073	GZ_B5_E2	GZpool_06_2019	ED3073_GZ_B5_E2_GZpool_06_2019	kallisto_ED3073_GZ_B5_E2_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ED3073	GZr_B2_G7	GZpool_07_2020	ED3073_GZr_B2_G7_GZpool_07_2020	kallisto_ED3073_GZr_B2_G7_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ED3077	GZ_B2_D2	GZpool_01_2019	ED3077_GZ_B2_D2_GZpool_01_2019	kallisto_ED3077_GZ_B2_D2_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ED3077	GZ_B5_B1	GZpool_05_2019	ED3077_GZ_B5_B1_GZpool_05_2019	kallisto_ED3077_GZ_B5_B1_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
ED3077	GZm_B3_A7	GZpool_0308_2020	ED3077_GZm_B3_A7_GZpool_0308_2020	kallisto_ED3077_GZm_B3_A7_GZpool_0308_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
EG4347	GZ_B6_I3	GZpool_04_2019	EG4347_GZ_B6_I3_GZpool_04_2019	kallisto_EG4347_GZ_B6_I3_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
EG4347	GZ_B7_E9	GZpool_06_2019	EG4347_GZ_B7_E9_GZpool_06_2019	kallisto_EG4347_GZ_B7_E9_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
EG4347	GZr_B5_G7	GZpool_08_2020	EG4347_GZr_B5_G7_GZpool_08_2020	kallisto_EG4347_GZr_B5_G7_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
EG4724	GZ_B6_I4	GZpool_04_2019	EG4724_GZ_B6_I4_GZpool_04_2019	kallisto_EG4724_GZ_B6_I4_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
EG4724	GZ_B7_F1	GZpool_06_2019	EG4724_GZ_B7_F1_GZpool_06_2019	kallisto_EG4724_GZ_B7_F1_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
EG4724	GZr_B5_G8	GZpool_08_2020	EG4724_GZr_B5_G8_GZpool_08_2020	kallisto_EG4724_GZr_B5_G8_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
EG4946	GZ_B9_B3	GZpool_08_2020	EG4946_GZ_B9_B3_GZpool_08_2020	kallisto_EG4946_GZ_B9_B3_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
EG4946	GZ_B9_C8	GZpool_08_2020	EG4946_GZ_B9_C8_GZpool_08_2020	kallisto_EG4946_GZ_B9_C8_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
GXW1	GZ_B7_C2	GZpool_04_2019	GXW1_GZ_B7_C2_GZpool_04_2019	kallisto_GXW1_GZ_B7_C2_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
GXW1	GZ_B7_F2	GZpool_06_2019	GXW1_GZ_B7_F2_GZpool_06_2019	kallisto_GXW1_GZ_B7_F2_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
GXW1	GZr_B5_G9	GZpool_08_2020	GXW1_GZr_B5_G9_GZpool_08_2020	kallisto_GXW1_GZr_B5_G9_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JT11398	GZ_B6_I5	GZpool_06_2019	JT11398_GZ_B6_I5_GZpool_06_2019	kallisto_JT11398_GZ_B6_I5_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JT11398	GZr_B6_A5	GZpool_08_2020	JT11398_GZr_B6_A5_GZpool_08_2020	kallisto_JT11398_GZr_B6_A5_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JT11398	GZm_B6_F7	GZpool_0407_2020	JT11398_GZm_B6_F7_GZpool_0407_2020	kallisto_JT11398_GZm_B6_F7_GZpool_0407_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1088	GZ_B1_D4	GZpool_01_2019	JU1088_GZ_B1_D4_GZpool_01_2019	kallisto_JU1088_GZ_B1_D4_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1088	GZ_B3_I9	GZpool_03_2019	JU1088_GZ_B3_I9_GZpool_03_2019	kallisto_JU1088_GZ_B3_I9_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1088	GZ_B4_C4	GZpool_05_2019	JU1088_GZ_B4_C4_GZpool_05_2019	kallisto_JU1088_GZ_B4_C4_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1172	GZ_B4_C5	GZpool_04_2019	JU1172_GZ_B4_C5_GZpool_04_2019	kallisto_JU1172_GZ_B4_C5_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1172	GZ_B7_H8	GZpool_06_2019	JU1172_GZ_B7_H8_GZpool_06_2019	kallisto_JU1172_GZ_B7_H8_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1172	GZm_B1_D5	GZpool_0107_2020	JU1172_GZm_B1_D5_GZpool_0107_2020	kallisto_JU1172_GZm_B1_D5_GZpool_0107_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1200	GZ_B3_D5	GZpool_03_2019	JU1200_GZ_B3_D5_GZpool_03_2019	kallisto_JU1200_GZ_B3_D5_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1200	GZ_B5_B3	GZpool_05_2019	JU1200_GZ_B5_B3_GZpool_05_2019	kallisto_JU1200_GZ_B5_B3_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1200	GZr_B2_G9	GZpool_07_2020	JU1200_GZr_B2_G9_GZpool_07_2020	kallisto_JU1200_GZr_B2_G9_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1212	GZ_B3_D6	GZpool_03_2019	JU1212_GZ_B3_D6_GZpool_03_2019	kallisto_JU1212_GZ_B3_D6_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1212	GZ_B5_B4	GZpool_05_2019	JU1212_GZ_B5_B4_GZpool_05_2019	kallisto_JU1212_GZ_B5_B4_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1212	GZr_B3_A8	GZpool_07_2020	JU1212_GZr_B3_A8_GZpool_07_2020	kallisto_JU1212_GZr_B3_A8_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1213	GZ_B6_A6	GZpool_04_2019	JU1213_GZ_B6_A6_GZpool_04_2019	kallisto_JU1213_GZ_B6_A6_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1213	GZ_B6_F8	GZpool_06_2019	JU1213_GZ_B6_F8_GZpool_06_2019	kallisto_JU1213_GZ_B6_F8_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1213	GZr_B3_G2	GZpool_07_2020	JU1213_GZr_B3_G2_GZpool_07_2020	kallisto_JU1213_GZr_B3_G2_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1242	GZ_B1_B6	GZpool_01_2019	JU1242_GZ_B1_B6_GZpool_01_2019	kallisto_JU1242_GZ_B1_B6_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1242	GZ_B4_C6	GZpool_04_2019	JU1242_GZ_B4_C6_GZpool_04_2019	kallisto_JU1242_GZ_B4_C6_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1242	GZ_B4_F4	GZpool_05_2019	JU1242_GZ_B4_F4_GZpool_05_2019	kallisto_JU1242_GZ_B4_F4_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1246	GZ_B3_G3	GZpool_03_2019	JU1246_GZ_B3_G3_GZpool_03_2019	kallisto_JU1246_GZ_B3_G3_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1246	GZ_B5_E3	GZpool_06_2019	JU1246_GZ_B5_E3_GZpool_06_2019	kallisto_JU1246_GZ_B5_E3_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1246	GZr_B3_A9	GZpool_07_2020	JU1246_GZr_B3_A9_GZpool_07_2020	kallisto_JU1246_GZr_B3_A9_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1395	GZ_B7_C3	GZpool_04_2019	JU1395_GZ_B7_C3_GZpool_04_2019	kallisto_JU1395_GZ_B7_C3_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1395	GZ_B7_F3	GZpool_06_2019	JU1395_GZ_B7_F3_GZpool_06_2019	kallisto_JU1395_GZ_B7_F3_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1395	GZr_B5_H1	GZpool_08_2020	JU1395_GZr_B5_H1_GZpool_08_2020	kallisto_JU1395_GZr_B5_H1_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1409	GZ_B1_I1	GZpool_01_2019	JU1409_GZ_B1_I1_GZpool_01_2019	kallisto_JU1409_GZ_B1_I1_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1409	GZ_B4_F5	GZpool_05_2019	JU1409_GZ_B4_F5_GZpool_05_2019	kallisto_JU1409_GZ_B4_F5_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1409	GZm_B4_A1	GZpool_0308_2020	JU1409_GZm_B4_A1_GZpool_0308_2020	kallisto_JU1409_GZm_B4_A1_GZpool_0308_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1440	GZ_B1_B7	GZpool_01_2019	JU1440_GZ_B1_B7_GZpool_01_2019	kallisto_JU1440_GZ_B1_B7_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1440	GZ_B4_F6	GZpool_04_2019	JU1440_GZ_B4_F6_GZpool_04_2019	kallisto_JU1440_GZ_B4_F6_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1440	GZ_B7_H2	GZpool_06_2019	JU1440_GZ_B7_H2_GZpool_06_2019	kallisto_JU1440_GZ_B7_H2_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1491	GZ_B6_I6	GZpool_04_2019	JU1491_GZ_B6_I6_GZpool_04_2019	kallisto_JU1491_GZ_B6_I6_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1491	GZ_B7_C4	GZpool_06_2019	JU1491_GZ_B7_C4_GZpool_06_2019	kallisto_JU1491_GZ_B7_C4_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1491	GZr_B5_H2	GZpool_08_2020	JU1491_GZr_B5_H2_GZpool_08_2020	kallisto_JU1491_GZr_B5_H2_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1530	GZ_B3_B1	GZpool_03_2019	JU1530_GZ_B3_B1_GZpool_03_2019	kallisto_JU1530_GZ_B3_B1_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1530	GZ_B5_B5	GZpool_05_2019	JU1530_GZ_B5_B5_GZpool_05_2019	kallisto_JU1530_GZ_B5_B5_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1530	GZr_B2_H1	GZpool_07_2020	JU1530_GZr_B2_H1_GZpool_07_2020	kallisto_JU1530_GZr_B2_H1_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1543	GZ_B2_D3	GZpool_01_2019	JU1543_GZ_B2_D3_GZpool_01_2019	kallisto_JU1543_GZ_B2_D3_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1543	GZ_B2_H2	GZpool_03_2019	JU1543_GZ_B2_H2_GZpool_03_2019	kallisto_JU1543_GZ_B2_H2_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1543	GZ_B5_B6	GZpool_05_2019	JU1543_GZ_B5_B6_GZpool_05_2019	kallisto_JU1543_GZ_B5_B6_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1568	GZ_B6_A7	GZpool_04_2019	JU1568_GZ_B6_A7_GZpool_04_2019	kallisto_JU1568_GZ_B6_A7_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1568	GZ_B6_D4	GZpool_06_2019	JU1568_GZ_B6_D4_GZpool_06_2019	kallisto_JU1568_GZ_B6_D4_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1568	GZr_B3_G4	GZpool_08_2020	JU1568_GZr_B3_G4_GZpool_08_2020	kallisto_JU1568_GZr_B3_G4_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1581	GZ_B1_D6	GZpool_01_2019	JU1581_GZ_B1_D6_GZpool_01_2019	kallisto_JU1581_GZ_B1_D6_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1581	GZ_B4_F7	GZpool_05_2019	JU1581_GZ_B4_F7_GZpool_05_2019	kallisto_JU1581_GZ_B4_F7_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1581	GZm_B4_A3	GZpool_0307_2020	JU1581_GZm_B4_A3_GZpool_0307_2020	kallisto_JU1581_GZm_B4_A3_GZpool_0307_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1586	GZ_B8_D1	GZpool_03_2019	JU1586_GZ_B8_D1_GZpool_03_2019	kallisto_JU1586_GZ_B8_D1_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1586	GZ_B8_F2	GZpool_05_2019	JU1586_GZ_B8_F2_GZpool_05_2019	kallisto_JU1586_GZ_B8_F2_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1586	GZ_B8_I1	GZpool_07_2020	JU1586_GZ_B8_I1_GZpool_07_2020	kallisto_JU1586_GZ_B8_I1_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1652	GZ_B6_D5	GZpool_04_2019	JU1652_GZ_B6_D5_GZpool_04_2019	kallisto_JU1652_GZ_B6_D5_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1652	GZ_B7_G7	GZpool_06_2019	JU1652_GZ_B7_G7_GZpool_06_2019	kallisto_JU1652_GZ_B7_G7_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1652	GZr_B5_H3	GZpool_08_2020	JU1652_GZr_B5_H3_GZpool_08_2020	kallisto_JU1652_GZr_B5_H3_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1666	GZ_B1_A5	GZpool_01_2019	JU1666_GZ_B1_A5_GZpool_01_2019	kallisto_JU1666_GZ_B1_A5_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1666	GZ_B3_B2	GZpool_05_2019	JU1666_GZ_B3_B2_GZpool_05_2019	kallisto_JU1666_GZ_B3_B2_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1666	GZr_B1_I2	GZpool_08_2020	JU1666_GZr_B1_I2_GZpool_08_2020	kallisto_JU1666_GZr_B1_I2_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1792	GZ_B7_H5	GZpool_04_2019	JU1792_GZ_B7_H5_GZpool_04_2019	kallisto_JU1792_GZ_B7_H5_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1792	GZ_B7_I4	GZpool_06_2019	JU1792_GZ_B7_I4_GZpool_06_2019	kallisto_JU1792_GZ_B7_I4_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1792	GZr_B7_H1	GZpool_08_2020	JU1792_GZr_B7_H1_GZpool_08_2020	kallisto_JU1792_GZr_B7_H1_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1793	GZ_B2_A5	GZpool_01_2019	JU1793_GZ_B2_A5_GZpool_01_2019	kallisto_JU1793_GZ_B2_A5_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1793	GZ_B4_H7	GZpool_05_2019	JU1793_GZ_B4_H7_GZpool_05_2019	kallisto_JU1793_GZ_B4_H7_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1793	GZr_B2_D4	GZpool_08_2020	JU1793_GZr_B2_D4_GZpool_08_2020	kallisto_JU1793_GZr_B2_D4_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1808	GZ_B2_A6	GZpool_01_2019	JU1808_GZ_B2_A6_GZpool_01_2019	kallisto_JU1808_GZ_B2_A6_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1808	GZ_B4_H8	GZpool_07_2020	JU1808_GZ_B4_H8_GZpool_07_2020	kallisto_JU1808_GZ_B4_H8_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1808	GZr_B2_D5	GZpool_08_2020	JU1808_GZr_B2_D5_GZpool_08_2020	kallisto_JU1808_GZr_B2_D5_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1896	GZ_B9_B4	GZpool_08_2020	JU1896_GZ_B9_B4_GZpool_08_2020	kallisto_JU1896_GZ_B9_B4_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1896	GZ_B9_C9	GZpool_08_2020	JU1896_GZ_B9_C9_GZpool_08_2020	kallisto_JU1896_GZ_B9_C9_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU1934	GZ_B3_D7	GZpool_05_2019	JU1934_GZ_B3_D7_GZpool_05_2019	kallisto_JU1934_GZ_B3_D7_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
