condition	id	seq_pool	samplename	sample	filepath
JU2866	GZ_B5_C3	GZpool_05_2019	JU2866_GZ_B5_C3_GZpool_05_2019	kallisto_JU2866_GZ_B5_C3_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2866	GZm_B2_E8	GZpool_0307_2020	JU2866_GZm_B2_E8_GZpool_0307_2020	kallisto_JU2866_GZm_B2_E8_GZpool_0307_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2879	GZ_B2_E9	GZpool_03_2019	JU2879_GZ_B2_E9_GZpool_03_2019	kallisto_JU2879_GZ_B2_E9_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2879	GZ_B4_I7	GZpool_04_2019	JU2879_GZ_B4_I7_GZpool_04_2019	kallisto_JU2879_GZ_B4_I7_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2879	GZr_B8_A9	GZpool_08_2020	JU2879_GZr_B8_A9_GZpool_08_2020	kallisto_JU2879_GZr_B8_A9_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2906	GZ_B2_B8	GZpool_01_2019	JU2906_GZ_B2_B8_GZpool_01_2019	kallisto_JU2906_GZ_B2_B8_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2906	GZ_B4_I8	GZpool_05_2019	JU2906_GZ_B4_I8_GZpool_05_2019	kallisto_JU2906_GZ_B4_I8_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2906	GZm_B2_F1	GZpool_0307_2020	JU2906_GZm_B2_F1_GZpool_0307_2020	kallisto_JU2906_GZm_B2_F1_GZpool_0307_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2907	GZ_B1_F4	GZpool_01_2019	JU2907_GZ_B1_F4_GZpool_01_2019	kallisto_JU2907_GZ_B1_F4_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2907	GZr_B2_F2	GZpool_07_2020	JU2907_GZr_B2_F2_GZpool_07_2020	kallisto_JU2907_GZr_B2_F2_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU2907	GZr_B2_B9	GZpool_08_2020	JU2907_GZr_B2_B9_GZpool_08_2020	kallisto_JU2907_GZr_B2_B9_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU310	GZ_B8_D2	GZpool_03_2019	JU310_GZ_B8_D2_GZpool_03_2019	kallisto_JU310_GZ_B8_D2_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU310	GZ_B8_F3	GZpool_05_2019	JU310_GZ_B8_F3_GZpool_05_2019	kallisto_JU310_GZ_B8_F3_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU310	GZ_B8_I2	GZpool_07_2020	JU310_GZ_B8_I2_GZpool_07_2020	kallisto_JU310_GZ_B8_I2_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU311	GZ_B1_B8	GZpool_01_2019	JU311_GZ_B1_B8_GZpool_01_2019	kallisto_JU311_GZ_B1_B8_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU311	GZ_B4_D2	GZpool_04_2019	JU311_GZ_B4_D2_GZpool_04_2019	kallisto_JU311_GZ_B4_D2_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU311	GZ_B4_F8	GZpool_05_2019	JU311_GZ_B4_F8_GZpool_05_2019	kallisto_JU311_GZ_B4_F8_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU3128	GZ_B1_F5	GZpool_01_2019	JU3128_GZ_B1_F5_GZpool_01_2019	kallisto_JU3128_GZ_B1_F5_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU3128	GZ_B2_F3	GZpool_03_2019	JU3128_GZ_B2_F3_GZpool_03_2019	kallisto_JU3128_GZ_B2_F3_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU3128	GZ_B4_I9	GZpool_05_2019	JU3128_GZ_B4_I9_GZpool_05_2019	kallisto_JU3128_GZ_B4_I9_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU3132	GZr_B1_I5	GZpool_07_2020	JU3132_GZr_B1_I5_GZpool_07_2020	kallisto_JU3132_GZr_B1_I5_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU3132	GZr_B2_F4	GZpool_07_2020	JU3132_GZr_B2_F4_GZpool_07_2020	kallisto_JU3132_GZr_B2_F4_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU3132	GZr_B2_C1	GZpool_08_2020	JU3132_GZr_B2_C1_GZpool_08_2020	kallisto_JU3132_GZr_B2_C1_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU3134	GZ_B9_B9	GZpool_08_2020	JU3134_GZ_B9_B9_GZpool_08_2020	kallisto_JU3134_GZ_B9_B9_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU3134	GZ_B9_D5	GZpool_08_2020	JU3134_GZ_B9_D5_GZpool_08_2020	kallisto_JU3134_GZ_B9_D5_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU3140	GZ_B2_C7	GZpool_01_2019	JU3140_GZ_B2_C7_GZpool_01_2019	kallisto_JU3140_GZ_B2_C7_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU3140	GZ_B2_F5	GZpool_03_2019	JU3140_GZ_B2_F5_GZpool_03_2019	kallisto_JU3140_GZ_B2_F5_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU3140	GZ_B5_A1	GZpool_05_2019	JU3140_GZ_B5_A1_GZpool_05_2019	kallisto_JU3140_GZ_B5_A1_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU3144	GZ_B2_C2	GZpool_01_2019	JU3144_GZ_B2_C2_GZpool_01_2019	kallisto_JU3144_GZ_B2_C2_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU3144	GZ_B2_F6	GZpool_03_2019	JU3144_GZ_B2_F6_GZpool_03_2019	kallisto_JU3144_GZ_B2_F6_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU3144	GZ_B5_A2	GZpool_05_2019	JU3144_GZ_B5_A2_GZpool_05_2019	kallisto_JU3144_GZ_B5_A2_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU323	GZ_B1_E1	GZpool_01_2019	JU323_GZ_B1_E1_GZpool_01_2019	kallisto_JU323_GZ_B1_E1_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU323	GZ_B4_A5	GZpool_03_2019	JU323_GZ_B4_A5_GZpool_03_2019	kallisto_JU323_GZ_B4_A5_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU323	GZ_B4_F9	GZpool_05_2019	JU323_GZ_B4_F9_GZpool_05_2019	kallisto_JU323_GZ_B4_F9_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU346	GZ_B4_G1	GZpool_04_2019	JU346_GZ_B4_G1_GZpool_04_2019	kallisto_JU346_GZ_B4_G1_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU346	GZ_B7_H9	GZpool_06_2019	JU346_GZ_B7_H9_GZpool_06_2019	kallisto_JU346_GZ_B7_H9_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU346	GZr_B4_A6	GZpool_08_2020	JU346_GZr_B4_A6_GZpool_08_2020	kallisto_JU346_GZr_B4_A6_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU360	GZ_B4_A7	GZpool_04_2019	JU360_GZ_B4_A7_GZpool_04_2019	kallisto_JU360_GZ_B4_A7_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU360	GZ_B4_G2	GZpool_05_2019	JU360_GZ_B4_G2_GZpool_05_2019	kallisto_JU360_GZ_B4_G2_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU360	GZm_B1_E2	GZpool_0108_2020	JU360_GZm_B1_E2_GZpool_0108_2020	kallisto_JU360_GZm_B1_E2_GZpool_0108_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU367	GZ_B3_H5	GZpool_05_2019	JU367_GZ_B3_H5_GZpool_05_2019	kallisto_JU367_GZ_B3_H5_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU367	GZr_B2_I1	GZpool_07_2020	JU367_GZr_B2_I1_GZpool_07_2020	kallisto_JU367_GZr_B2_I1_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU367	GZm_B3_E3	GZpool_0307_2020	JU367_GZm_B3_E3_GZpool_0307_2020	kallisto_JU367_GZm_B3_E3_GZpool_0307_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU394	GZ_B3_E4	GZpool_03_2019	JU394_GZ_B3_E4_GZpool_03_2019	kallisto_JU394_GZ_B3_E4_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU394	GZ_B5_E8	GZpool_06_2019	JU394_GZ_B5_E8_GZpool_06_2019	kallisto_JU394_GZ_B5_E8_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU394	GZr_B2_I2	GZpool_07_2020	JU394_GZr_B2_I2_GZpool_07_2020	kallisto_JU394_GZr_B2_I2_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU397	GZ_B7_D1	GZpool_04_2019	JU397_GZ_B7_D1_GZpool_04_2019	kallisto_JU397_GZ_B7_D1_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU397	GZ_B7_F8	GZpool_06_2019	JU397_GZ_B7_F8_GZpool_06_2019	kallisto_JU397_GZ_B7_F8_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU397	GZr_B5_I1	GZpool_08_2020	JU397_GZr_B5_I1_GZpool_08_2020	kallisto_JU397_GZr_B5_I1_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU406	GZ_B3_E5	GZpool_03_2019	JU406_GZ_B3_E5_GZpool_03_2019	kallisto_JU406_GZ_B3_E5_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU406	GZ_B5_E9	GZpool_06_2019	JU406_GZ_B5_E9_GZpool_06_2019	kallisto_JU406_GZ_B5_E9_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU406	GZr_B3_B8	GZpool_07_2020	JU406_GZr_B3_B8_GZpool_07_2020	kallisto_JU406_GZr_B3_B8_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU440	GZ_B1_I6	GZpool_01_2019	JU440_GZ_B1_I6_GZpool_01_2019	kallisto_JU440_GZ_B1_I6_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU440	GZ_B4_A8	GZpool_04_2019	JU440_GZ_B4_A8_GZpool_04_2019	kallisto_JU440_GZ_B4_A8_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU440	GZ_B4_G3	GZpool_05_2019	JU440_GZ_B4_G3_GZpool_05_2019	kallisto_JU440_GZ_B4_G3_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU642	GZ_B7_A6	GZpool_04_2019	JU642_GZ_B7_A6_GZpool_04_2019	kallisto_JU642_GZ_B7_A6_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU642	GZ_B7_D2	GZpool_06_2019	JU642_GZ_B7_D2_GZpool_06_2019	kallisto_JU642_GZ_B7_D2_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU642	GZr_B5_I2	GZpool_08_2020	JU642_GZr_B5_I2_GZpool_08_2020	kallisto_JU642_GZr_B5_I2_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU774	GZ_B4_A9	GZpool_04_2019	JU774_GZ_B4_A9_GZpool_04_2019	kallisto_JU774_GZ_B4_A9_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU774	GZ_B4_D3	GZpool_05_2019	JU774_GZ_B4_D3_GZpool_05_2019	kallisto_JU774_GZ_B4_D3_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU774	GZm_B1_E3	GZpool_0108_2020	JU774_GZm_B1_E3_GZpool_0108_2020	kallisto_JU774_GZm_B1_E3_GZpool_0108_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU775	GZ_B1_F6	GZpool_01_2019	JU775_GZ_B1_F6_GZpool_01_2019	kallisto_JU775_GZ_B1_F6_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU775	GZ_B6_D9	GZpool_04_2019	JU775_GZ_B6_D9_GZpool_04_2019	kallisto_JU775_GZ_B6_D9_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU775	GZ_B6_G4	GZpool_06_2019	JU775_GZ_B6_G4_GZpool_06_2019	kallisto_JU775_GZ_B6_G4_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU778	GZ_B3_E6	GZpool_03_2019	JU778_GZ_B3_E6_GZpool_03_2019	kallisto_JU778_GZ_B3_E6_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU778	GZ_B5_C4	GZpool_05_2019	JU778_GZ_B5_C4_GZpool_05_2019	kallisto_JU778_GZ_B5_C4_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU778	GZr_B3_B9	GZpool_07_2020	JU778_GZr_B3_B9_GZpool_07_2020	kallisto_JU778_GZr_B3_B9_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU782	GZ_B9_C1	GZpool_08_2020	JU782_GZ_B9_C1_GZpool_08_2020	kallisto_JU782_GZ_B9_C1_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU782	GZ_B9_D6	GZpool_08_2020	JU782_GZ_B9_D6_GZpool_08_2020	kallisto_JU782_GZ_B9_D6_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU792	GZ_B3_C1	GZpool_03_2019	JU792_GZ_B3_C1_GZpool_03_2019	kallisto_JU792_GZ_B3_C1_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU792	GZ_B5_F1	GZpool_06_2019	JU792_GZ_B5_F1_GZpool_06_2019	kallisto_JU792_GZ_B5_F1_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU792	GZr_B2_I3	GZpool_07_2020	JU792_GZr_B2_I3_GZpool_07_2020	kallisto_JU792_GZr_B2_I3_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU830	GZ_B1_E4	GZpool_01_2019	JU830_GZ_B1_E4_GZpool_01_2019	kallisto_JU830_GZ_B1_E4_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU830	GZ_B3_H6	GZpool_03_2019	JU830_GZ_B3_H6_GZpool_03_2019	kallisto_JU830_GZ_B3_H6_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU830	GZ_B4_D4	GZpool_05_2019	JU830_GZ_B4_D4_GZpool_05_2019	kallisto_JU830_GZ_B4_D4_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU847	GZ_B5_C5	GZpool_05_2019	JU847_GZ_B5_C5_GZpool_05_2019	kallisto_JU847_GZ_B5_C5_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU847	GZr_B2_I4	GZpool_07_2020	JU847_GZr_B2_I4_GZpool_07_2020	kallisto_JU847_GZr_B2_I4_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
JU847	GZr_B3_E7	GZpool_07_2020	JU847_GZr_B3_E7_GZpool_07_2020	kallisto_JU847_GZr_B3_E7_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
KR314	GZ_B3_H7	GZpool_03_2019	KR314_GZ_B3_H7_GZpool_03_2019	kallisto_KR314_GZ_B3_H7_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
KR314	GZ_B4_D5	GZpool_05_2019	KR314_GZ_B4_D5_GZpool_05_2019	kallisto_KR314_GZ_B4_D5_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
KR314	GZm_B1_C1	GZpool_0108_2020	KR314_GZm_B1_C1_GZpool_0108_2020	kallisto_KR314_GZm_B1_C1_GZpool_0108_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
LKC34	GZ_B1_I7	GZpool_01_2019	LKC34_GZ_B1_I7_GZpool_01_2019	kallisto_LKC34_GZ_B1_I7_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
LKC34	GZ_B6_B2	GZpool_04_2019	LKC34_GZ_B6_B2_GZpool_04_2019	kallisto_LKC34_GZ_B6_B2_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
LKC34	GZ_B6_E1	GZpool_06_2019	LKC34_GZ_B6_E1_GZpool_06_2019	kallisto_LKC34_GZ_B6_E1_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY1	GZ_B1_C2	GZpool_01_2019	MY1_GZ_B1_C2_GZpool_01_2019	kallisto_MY1_GZ_B1_C2_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY1	GZ_B4_D6	GZpool_04_2019	MY1_GZ_B4_D6_GZpool_04_2019	kallisto_MY1_GZ_B4_D6_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY1	GZ_B4_G4	GZpool_05_2019	MY1_GZ_B4_G4_GZpool_05_2019	kallisto_MY1_GZ_B4_G4_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY10	GZ_B9_C2	GZpool_08_2020	MY10_GZ_B9_C2_GZpool_08_2020	kallisto_MY10_GZ_B9_C2_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY10	GZ_B9_D7	GZpool_08_2020	MY10_GZ_B9_D7_GZpool_08_2020	kallisto_MY10_GZ_B9_D7_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY16	GZ_B1_F7	GZpool_01_2019	MY16_GZ_B1_F7_GZpool_01_2019	kallisto_MY16_GZ_B1_F7_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY16	GZ_B6_B4	GZpool_04_2019	MY16_GZ_B6_B4_GZpool_04_2019	kallisto_MY16_GZ_B6_B4_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY16	GZ_B6_G5	GZpool_06_2019	MY16_GZ_B6_G5_GZpool_06_2019	kallisto_MY16_GZ_B6_G5_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY18	GZ_B3_E8	GZpool_03_2019	MY18_GZ_B3_E8_GZpool_03_2019	kallisto_MY18_GZ_B3_E8_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY18	GZ_B5_F2	GZpool_06_2019	MY18_GZ_B5_F2_GZpool_06_2019	kallisto_MY18_GZ_B5_F2_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY18	GZr_B3_C2	GZpool_07_2020	MY18_GZr_B3_C2_GZpool_07_2020	kallisto_MY18_GZr_B3_C2_GZpool_07_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY2147	GZ_B1_F8	GZpool_01_2019	MY2147_GZ_B1_F8_GZpool_01_2019	kallisto_MY2147_GZ_B1_F8_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY2147	GZ_B6_B5	GZpool_04_2019	MY2147_GZ_B6_B5_GZpool_04_2019	kallisto_MY2147_GZ_B6_B5_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY2147	GZ_B6_E2	GZpool_06_2019	MY2147_GZ_B6_E2_GZpool_06_2019	kallisto_MY2147_GZ_B6_E2_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY2212	GZ_B2_C8	GZpool_01_2019	MY2212_GZ_B2_C8_GZpool_01_2019	kallisto_MY2212_GZ_B2_C8_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY2212	GZ_B2_F7	GZpool_03_2019	MY2212_GZ_B2_F7_GZpool_03_2019	kallisto_MY2212_GZ_B2_F7_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY2212	GZ_B5_A3	GZpool_05_2019	MY2212_GZ_B5_A3_GZpool_05_2019	kallisto_MY2212_GZ_B5_A3_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY23	GZ_B1_F9	GZpool_01_2019	MY23_GZ_B1_F9_GZpool_01_2019	kallisto_MY23_GZ_B1_F9_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY23	GZ_B6_G6	GZpool_06_2019	MY23_GZ_B6_G6_GZpool_06_2019	kallisto_MY23_GZ_B6_G6_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY23	GZm_B6_E3	GZpool_0407_2020	MY23_GZm_B6_E3_GZpool_0407_2020	kallisto_MY23_GZm_B6_E3_GZpool_0407_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY2573	GZ_B2_F8	GZpool_01_2019	MY2573_GZ_B2_F8_GZpool_01_2019	kallisto_MY2573_GZ_B2_F8_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY2573	GZ_B2_I5	GZpool_03_2019	MY2573_GZ_B2_I5_GZpool_03_2019	kallisto_MY2573_GZ_B2_I5_GZpool_03_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY2573	GZ_B5_A4	GZpool_05_2019	MY2573_GZ_B5_A4_GZpool_05_2019	kallisto_MY2573_GZ_B5_A4_GZpool_05_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY2585	GZ_B6_G7	GZpool_04_2019	MY2585_GZ_B6_G7_GZpool_04_2019	kallisto_MY2585_GZ_B6_G7_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY2585	GZ_B8_A7	GZpool_06_2019	MY2585_GZ_B8_A7_GZpool_06_2019	kallisto_MY2585_GZ_B8_A7_GZpool_06_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY2585	GZr_B6_B6	GZpool_08_2020	MY2585_GZr_B6_B6_GZpool_08_2020	kallisto_MY2585_GZr_B6_B6_GZpool_08_2020	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY2713	GZ_B1_G2	GZpool_01_2019	MY2713_GZ_B1_G2_GZpool_01_2019	kallisto_MY2713_GZ_B1_G2_GZpool_01_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
MY2713	GZ_B6_B7	GZpool_04_2019	MY2713_GZ_B6_B7_GZpool_04_2019	kallisto_MY2713_GZ_B6_B7_GZpool_04_2019	/projects/b1059/projects/Gaotian/RNASeq/eQTL_Wi/eQTL-20210602/kallisto
